tx	gene_id	RAP10_146_Schizocladia_ischiensis_imm_mat_Thalli_1_T1	RAP10_147_Schizocladia_ischiensis_imm_mat_Thalli_2_T1	RAP10_148_Schizocladia_ischiensis_imm_mat_Thalli_3_T1	RAP9_140_Schizocladia_ischiensis_immmatThalli_1_T1	RAP9_141_Schizocladia_ischiensis_immmatThalli_2_T1	RAP9_142_Schizocladia_ischiensis_immmatThalli_3_T1
mRNA_S-ischiensis_contig1.1.1	nbisL1-mrna-7470	0	1.589682	0	0.616	0	0.564551
mRNA_S-ischiensis_contig1.2.1	nbisL1-mrna-2915	33.135345	31.324119	34.836295	17.415432	17.301412	14.674645
mRNA_S-ischiensis_contig1.3.1	nbisL1-mrna-7471	0	0	1.746651	0	1.977737	0.88542
mRNA_S-ischiensis_contig1.4.1	nbisL1-mrna-2916	18.881786	10.092016	11.824375	7.29757	11.430512	8.326671
mRNA_S-ischiensis_contig1.5.1	nbisL1-mrna-15502	164.273649	170.274196	168.085019	149.731671	151.67921	143.088068
mRNA_S-ischiensis_contig1.6.1	nbisL1-mrna-15503	20.235726	27.896439	32.489031	20.739659	20.096337	21.415709
mRNA_S-ischiensis_contig1.7.1	nbisL1-mrna-2917	108.213586	96.352489	72.756161	126.682169	118.503975	106.070536
mRNA_S-ischiensis_contig1.8.1	nbisL1-mrna-15504	226.29271	216.748492	173.865419	194.732484	192.467632	146.381107
mRNA_S-ischiensis_contig1.9.1	nbisL1-mrna-7472	169.123085	159.43399	130.255164	156.769749	158.077012	98.708765
mRNA_S-ischiensis_contig1.10.1	nbisL1-mrna-15505	32.423658	35.811634	31.762322	50.114894	50.158676	44.841
mRNA_S-ischiensis_contig1.11.1	nbisL1-mrna-15506	16.864221	18.258048	17.301245	20.393412	19.25872	20.886535
mRNA_S-ischiensis_contig1.12.1	nbisL1-mrna-15507	119.616616	125.717693	146.953564	114.642978	119.348343	130.593758
mRNA_S-ischiensis_contig1.13.1	nbisL1-mrna-15508	42.571415	46.416044	47.656392	45.647438	48.5617	45.054232
mRNA_S-ischiensis_contig1.14.1	nbisL1-mrna-2918	20.952374	18.334947	21.60838	27.561065	27.958189	24.446142
mRNA_S-ischiensis_contig1.15.1	nbisL1-mrna-15509	9.346635	9.610741	7.047949	7.988376	11.634289	8.522513
mRNA_S-ischiensis_contig1.16.1	nbisL1-mrna-15510	8.8603	10.253123	8.537215	7.869016	9.038089	7.019599
mRNA_S-ischiensis_contig1.17.1	nbisL1-mrna-7473	31.395744	31.551629	11.293589	32.410018	29.907836	16.899587
mRNA_S-ischiensis_contig1.18.1	nbisL1-mrna-15511	29.981832	31.948375	14.271236	38.934656	44.537692	20.331297
mRNA_S-ischiensis_contig1.19.1	nbisL1-mrna-7474	9.067106	10.438868	5.606652	8.323738	20.477641	7.133846
mRNA_S-ischiensis_contig1.20.1	nbisL1-mrna-2919	19.373525	37.783886	8.551236	84.309378	73.011983	50.905003
mRNA_S-ischiensis_contig1.21.1	nbisL1-mrna-15512	42.40674	45.409692	49.014691	44.551094	44.3536	42.757027
mRNA_S-ischiensis_contig1.22.1	nbisL1-mrna-15513	47.172572	49.666601	39.080253	51.2695	52.447831	40.957049
mRNA_S-ischiensis_contig1.23.1	nbisL1-mrna-2920	28.630952	31.889167	26.824984	27.132835	26.170251	18.268648
mRNA_S-ischiensis_contig1.24.1	nbisL1-mrna-2921	12.116223	12.956238	7.663518	20.258095	23.782005	15.84077
mRNA_S-ischiensis_contig1.25.1	nbisL1-mrna-2922	46.111794	44.813371	27.141442	47.028763	40.623205	29.017115
mRNA_S-ischiensis_contig1.26.1	nbisL1-mrna-2923	17.565659	11.958953	11.773737	18.99982	19.635751	9.774412
mRNA_S-ischiensis_contig1.27.1	nbisL1-mrna-15514	34.560517	34.697642	34.649008	31.391606	29.793095	29.046496
mRNA_S-ischiensis_contig1.28.1	nbisL1-mrna-15515	51.330684	47.915433	54.104725	52.752118	49.970043	57.656299
mRNA_S-ischiensis_contig1.29.1	nbisL1-mrna-15516	27.259148	25.200953	32.759495	22.411173	21.33436	24.709735
mRNA_S-ischiensis_contig1.30.1	nbisL1-mrna-15517	15.313153	11.681147	17.674144	13.807143	14.832596	18.795139
mRNA_S-ischiensis_contig1.31.1	nbisL1-mrna-15518	18.613731	18.698152	21.066936	19.871549	18.696352	23.451097
mRNA_S-ischiensis_contig1.32.1	nbisL1-mrna-15519	88.589131	88.659436	91.866704	86.985305	90.297772	108.464608
mRNA_S-ischiensis_contig1.33.1	nbisL1-mrna-15520	26.238431	18.94709	26.711594	25.823968	29.343704	39.990135
mRNA_S-ischiensis_contig1.34.1	nbisL1-mrna-15521	47.726837	41.306957	47.265643	28.568462	33.346124	25.923882
mRNA_S-ischiensis_contig1.35.1	nbisL1-mrna-15522	67.114472	64.623315	77.582077	51.546794	54.614283	51.93569
mRNA_S-ischiensis_contig1.36.1	nbisL1-mrna-7475	11.502917	10.784339	8.544264	13.870878	15.333371	14.618613
mRNA_S-ischiensis_contig1.37.1	nbisL1-mrna-7476	0.379677	0.262618	0.398297	0.371824	0.461193	0.346826
mRNA_S-ischiensis_contig1.38.1	nbisL1-mrna-2924	30.247451	31.043523	34.282654	22.459924	25.434438	21.195995
mRNA_S-ischiensis_contig1.39.1	nbisL1-mrna-7477	0.334601	0.069371	0	0.156741	0	0.219277
mRNA_S-ischiensis_contig1.40.1	nbisL1-mrna-7478	22.42477	19.262251	9.080788	19.516664	21.548075	14.658359
mRNA_S-ischiensis_contig1.41.1	nbisL1-mrna-15523	15.920406	13.483335	7.104208	14.375775	14.444366	9.911869
mRNA_S-ischiensis_contig1.42.1	nbisL1-mrna-7479	26.413994	24.991848	25.716862	23.422137	20.931853	12.254245
mRNA_S-ischiensis_contig1.43.1	nbisL1-mrna-15524	0	0	3.924348	20.426184	21.515363	11.240493
mRNA_S-ischiensis_contig1.44.1	nbisL1-mrna-15525	40.80527	36.00701	27.975033	47.657298	44.703754	32.611578
mRNA_S-ischiensis_contig1.45.1	nbisL1-mrna-7480	0	0.238827	0	0	0	0.121374
mRNA_S-ischiensis_contig1.46.1	nbisL1-mrna-15526	28.335626	29.785987	32.255539	33.060659	30.671715	26.899005
mRNA_S-ischiensis_contig1.47.1	nbisL1-mrna-15527	4.342868	4.776956	5.028408	7.679156	7.079492	9.285174
mRNA_S-ischiensis_contig1.48.1	nbisL1-mrna-7481	0	0	0	0	0	0.476744
mRNA_S-ischiensis_contig1.49.1	nbisL1-mrna-15528	61.523757	63.766116	51.963889	72.030666	84.38772	63.981821
mRNA_S-ischiensis_contig1.50.1	nbisL1-mrna-15529	34.805992	39.574809	41.869135	29.302989	31.609337	27.403193
mRNA_S-ischiensis_contig1.51.1	nbisL1-mrna-15530	0.309713	0.530472	0.428115	0.467461	0.483337	0.217723
mRNA_S-ischiensis_contig1.52.1	nbisL1-mrna-15531	78.675777	83.441009	76.500455	87.31821	91.48411	84.038501
mRNA_S-ischiensis_contig1.53.1	nbisL1-mrna-7482	0	0	0	0	0	0
mRNA_S-ischiensis_contig1.54.1	nbisL1-mrna-7483	0	0	0	0	0	0
mRNA_S-ischiensis_contig1.55.1	nbisL1-mrna-15532	67.961276	60.372267	63.753186	66.334718	56.833674	45.122886
mRNA_S-ischiensis_contig1.56.1	nbisL1-mrna-7484	47.975848	47.292831	51.573063	46.15611	47.399114	39.461317
mRNA_S-ischiensis_contig1.57.1	nbisL1-mrna-7485	134.380294	119.800062	134.492567	70.743487	68.774978	61.212
mRNA_S-ischiensis_contig1.58.1	nbisL1-mrna-15533	31.283276	50.725725	41.724991	41.985308	41.736239	34.088229
mRNA_S-ischiensis_contig1.59.1	nbisL1-mrna-2925	13.167209	5.471107	10.211679	21.881301	14.923672	13.370208
mRNA_S-ischiensis_contig1.60.1	nbisL1-mrna-7486	0.104306	0.85732	0	0.471833	0.243931	0.109876
mRNA_S-ischiensis_contig1.61.1	nbisL1-mrna-15534	101.633382	90.18497	86.304145	71.713339	68.723885	54.863245
mRNA_S-ischiensis_contig1.62.1	nbisL1-mrna-2926	83.817115	78.820952	73.004502	61.676799	54.769126	39.327943
mRNA_S-ischiensis_contig1.63.1	nbisL1-mrna-2927	21.960653	32.009529	20.6915	33.366273	34.758314	25.126738
mRNA_S-ischiensis_contig1.64.1	nbisL1-mrna-7487	41.498163	40.963982	26.476721	43.446981	38.687913	26.867205
mRNA_S-ischiensis_contig1.65.1	nbisL1-mrna-7488	0	0	0	0	0	0
mRNA_S-ischiensis_contig1.66.1	nbisL1-mrna-7489	0	0	0.158966	0	0.173316	0.155838
mRNA_S-ischiensis_contig1.67.1	nbisL1-mrna-15535	34.496583	30.406106	36.410309	29.13526	28.712311	31.309808
mRNA_S-ischiensis_contig1.68.1	nbisL1-mrna-2928	109.451275	75.39805	95.265544	55.498222	41.152019	62.061525
mRNA_S-ischiensis_contig1.69.1	nbisL1-mrna-7490	0.242374	0.724584	0	0.242956	0	0
mRNA_S-ischiensis_contig1.70.1	nbisL1-mrna-15536	26.858147	29.063016	21.202058	27.205035	28.511844	29.121072
mRNA_S-ischiensis_contig1.71.1	nbisL1-mrna-15537	22.262369	12.531995	18.322023	20.684156	25.837028	25.020776
mRNA_S-ischiensis_contig1.72.1	nbisL1-mrna-15538	38.242925	39.231996	49.797422	37.072425	37.513451	46.077055
mRNA_S-ischiensis_contig1.73.1	nbisL1-mrna-15539	43.077192	37.730525	53.981777	30.432665	29.144068	36.14728
mRNA_S-ischiensis_contig1.74.1	nbisL1-mrna-2929	23.925674	24.251878	23.780689	21.356151	21.556484	17.33723
mRNA_S-ischiensis_contig1.75.1	nbisL1-mrna-7491	27.448692	33.91392	32.730933	24.656661	20.766359	17.678099
mRNA_S-ischiensis_contig1.76.1	nbisL1-mrna-15540	34.218829	33.218994	33.078355	29.391555	32.868529	30.518076
mRNA_S-ischiensis_contig1.77.1	nbisL1-mrna-15541	76.955581	74.130183	70.867223	73.347628	74.259112	65.22225
mRNA_S-ischiensis_contig1.78.1	nbisL1-mrna-15542	19.469526	21.191708	23.276228	20.138547	18.638217	21.653515
mRNA_S-ischiensis_contig1.79.1	nbisL1-mrna-15543	47.160004	53.784471	35.712179	65.388972	74.446471	52.11924
mRNA_S-ischiensis_contig1.80.1	nbisL1-mrna-7492	1.433036	0	0	0	0	0
mRNA_S-ischiensis_contig1.81.1	nbisL1-mrna-7493	0	0.138036	0	0	0.153896	0.138474
mRNA_S-ischiensis_contig1.82.1	nbisL1-mrna-2930	7.525013	4.428957	2.461001	4.515354	6.071356	5.658081
mRNA_S-ischiensis_contig1.83.1	nbisL1-mrna-15544	7.423074	10.267466	4.152575	9.406862	14.43974	8.979991
mRNA_S-ischiensis_contig1.84.1	nbisL1-mrna-15546	24.30361	23.211914	24.032218	29.119922	31.899227	37.039164
mRNA_S-ischiensis_contig1.85.1	nbisL1-mrna-15545	26.156968	27.444416	35.841196	25.808757	26.011824	31.01276
mRNA_S-ischiensis_contig1.86.1	nbisL1-mrna-2931	8.527996	7.607047	3.742893	13.763784	16.330578	12.221343
mRNA_S-ischiensis_contig1.87.1	nbisL1-mrna-15547	71.793399	72.303273	61.37427	68.107409	66.855476	65.606302
mRNA_S-ischiensis_contig1.88.1	nbisL1-mrna-15548	52.860268	52.640288	42.386039	58.778107	59.315624	44.288711
mRNA_S-ischiensis_contig1.89.1	nbisL1-mrna-7494	7.459213	8.993845	14.323277	8.23227	1.805825	10.244696
mRNA_S-ischiensis_contig1.90.1	nbisL1-mrna-15549	0.249464	0	0.52206	0.366776	0.682393	0.889536
mRNA_S-ischiensis_contig1.91.1	nbisL1-mrna-15550	0	0.048585	0.097956	0.055696	0	0
mRNA_S-ischiensis_contig1.92.1	nbisL1-mrna-15551	0	0	0	6.781649	4.948667	1.512579
mRNA_S-ischiensis_contig1.93.1	nbisL1-mrna-15552	960.403076	986.794106	1168.231226	774.810516	770.108066	843.110886
mRNA_S-ischiensis_contig1.94.1	nbisL1-mrna-2932	28.025111	29.613988	31.131825	26.473586	32.854817	30.811167
mRNA_S-ischiensis_contig1.95.1	nbisL1-mrna-2933	68.919455	69.450541	56.456748	53.537565	67.345475	57.712334
mRNA_S-ischiensis_contig1.96.1	nbisL1-mrna-7495	0.214781	0.222398	0.299024	0.166945	0.258856	0.311351
mRNA_S-ischiensis_contig1.97.1	nbisL1-mrna-7496	0	0.300124	0	0.320937	0.497909	0
mRNA_S-ischiensis_contig1.98.1	nbisL1-mrna-7497	0	0	0.369482	0	0	0
mRNA_S-ischiensis_contig1.99.1	nbisL1-mrna-7498	0.621101	0.623264	0.839437	0.641301	0.884461	0.595475
mRNA_S-ischiensis_contig1.100.1	nbisL1-mrna-2934	6.100703	12.039453	14.545577	43.883746	43.893959	33.370343
mRNA_S-ischiensis_contig1.101.1	nbisL1-mrna-2935	32.478906	27.469696	23.940528	29.617366	29.825089	29.158229
mRNA_S-ischiensis_contig1.102.1	nbisL1-mrna-7499	0	0	0.41196	0	0	0
mRNA_S-ischiensis_contig1.103.1	nbisL1-mrna-15553	14.670613	12.853426	14.079286	14.173029	14.651909	12.324752
mRNA_S-ischiensis_contig1.104.1	nbisL1-mrna-15554	36.550143	41.221789	39.954404	22.932752	29.495135	24.263754
mRNA_S-ischiensis_contig1.105.1	nbisL1-mrna-2936	6.895194	12.395032	3.098595	19.164154	13.23519	11.185942
mRNA_S-ischiensis_contig1.106.1	nbisL1-mrna-2937	13.063244	13.019591	10.359821	14.331544	20.19676	33.782131
mRNA_S-ischiensis_contig1.107.1	nbisL1-mrna-15555	45.388591	39.437448	53.252483	25.215192	25.230413	19.853159
mRNA_S-ischiensis_contig1.108.1	nbisL1-mrna-15556	29.616469	19.242114	20.156538	25.669716	17.052018	22.337152
mRNA_S-ischiensis_contig1.109.1	nbisL1-mrna-7500	25.330479	25.147159	30.887719	20.068052	20.25399	19.871886
mRNA_S-ischiensis_contig1.110.1	nbisL1-mrna-7501	7.268272	4.280195	4.539519	10.129586	8.603541	8.873098
mRNA_S-ischiensis_contig1.111.1	nbisL1-mrna-2938	0	0.96635	0.325176	1.025788	0.176838	0
mRNA_S-ischiensis_contig1.112.1	nbisL1-mrna-7502	19.086467	19.321765	15.605967	14.417602	16.742332	13.280452
mRNA_S-ischiensis_contig1.113.1	nbisL1-mrna-2939	71.177443	84.600639	48.700748	59.817568	44.336008	34.039812
mRNA_S-ischiensis_contig1.114.1	nbisL1-mrna-15557	52.963476	54.013016	37.256326	45.777438	49.221758	26.60471
mRNA_S-ischiensis_contig1.115.1	nbisL1-mrna-7503	77.360956	89.197279	65.110467	75.172922	93.490841	57.75759
mRNA_S-ischiensis_contig1.116.1	nbisL1-mrna-15558	20.827802	21.579351	19.840437	26.687566	27.981984	23.410085
mRNA_S-ischiensis_contig1.117.1	nbisL1-mrna-15559	11.939626	11.667231	8.48878	11.240092	9.983678	7.98443
mRNA_S-ischiensis_contig1.118.1	nbisL1-mrna-15560	0.071026	0.014915	0.015029	0.03503	0.104672	0.13094
mRNA_S-ischiensis_contig1.119.1	nbisL1-mrna-15561	10.81326	10.884083	9.956175	10.639436	11.751281	9.974381
mRNA_S-ischiensis_contig1.120.1	nbisL1-mrna-15562	517.670361	460.578642	581.899192	441.261698	409.09457	519.847963
mRNA_S-ischiensis_contig1.121.1	nbisL1-mrna-7504	16.357503	12.411445	17.056334	13.257324	12.773922	19.920361
mRNA_S-ischiensis_contig1.122.1	nbisL1-mrna-7505	16.619959	14.440854	21.41709	9.801744	7.596548	16.164703
mRNA_S-ischiensis_contig1.123.1	nbisL1-mrna-15563	18.168342	20.07691	17.126548	15.759476	17.231047	15.160632
mRNA_S-ischiensis_contig1.124.1	nbisL1-mrna-7506	0	0	0	0.405931	0	0
mRNA_S-ischiensis_contig1.125.1	nbisL1-mrna-15564	11.552511	10.323915	11.95015	14.340932	13.275195	18.094765
mRNA_S-ischiensis_contig1.126.1	nbisL1-mrna-15565	44.340567	40.136493	49.431756	32.020152	34.842551	34.673355
mRNA_S-ischiensis_contig1.127.1	nbisL1-mrna-15566	3.74188	6.793729	6.807383	6.536123	4.435551	5.305763
mRNA_S-ischiensis_contig1.128.1	nbisL1-mrna-2940	10.601695	12.194106	8.42987	12.512353	17.684055	15.84077
mRNA_S-ischiensis_contig1.129.1	nbisL1-mrna-15567	15.010654	11.014825	17.183291	9.650702	13.090501	11.170757
mRNA_S-ischiensis_contig1.130.1	nbisL1-mrna-15568	19.203419	9.363396	15.948786	13.752039	13.823815	17.796559
mRNA_S-ischiensis_contig1.131.1	nbisL1-mrna-15569	15.031719	14.288841	13.57481	6.959894	10.766023	5.35527
mRNA_S-ischiensis_contig1.132.1	nbisL1-mrna-7507	12.983149	22.361127	15.518796	9.759224	17.711568	8.650055
mRNA_S-ischiensis_contig1.133.1	nbisL1-mrna-2941	23.9713	20.826167	13.280854	17.575669	22.836533	18.748014
mRNA_S-ischiensis_contig1.134.1	nbisL1-mrna-7508	32.850199	26.661394	20.217581	19.892857	26.912631	17.34338
mRNA_S-ischiensis_contig1.135.1	nbisL1-mrna-2942	0	17.074035	14.65038	5.308769	9.902123	16.371121
mRNA_S-ischiensis_contig1.136.1	nbisL1-mrna-7509	0	0	0	0.580362	0	1.064672
mRNA_S-ischiensis_contig1.137.1	nbisL1-mrna-15570	0.975322	2.35502	1.783882	1.017462	4.209707	2.268242
mRNA_S-ischiensis_contig1.138.1	nbisL1-mrna-2943	18.575172	26.082996	25.92156	43.438175	48.668365	48.467252
mRNA_S-ischiensis_contig1.139.1	nbisL1-mrna-15571	70.882617	71.692048	68.921184	61.021943	45.497848	52.142319
mRNA_S-ischiensis_contig1.140.1	nbisL1-mrna-15572	121.794	114.519513	109.975114	137.999361	132.721141	125.194707
mRNA_S-ischiensis_contig1.141.1	nbisL1-mrna-7510	12.13853	10.072803	12.396217	7.238473	9.901846	12.138979
mRNA_S-ischiensis_contig1.142.1	nbisL1-mrna-2944	5.670764	10.94884	9.475439	4.938873	5.487168	6.971188
mRNA_S-ischiensis_contig1.143.1	nbisL1-mrna-15573	29.61652	21.003068	23.390262	26.134432	20.639046	17.952069
mRNA_S-ischiensis_contig1.144.1	nbisL1-mrna-2945	25.41876	28.239892	31.801134	22.666533	23.739212	14.746747
mRNA_S-ischiensis_contig1.145.1	nbisL1-mrna-2946	40.305497	39.529309	45.949774	50.985579	38.861071	37.962314
mRNA_S-ischiensis_contig1.146.1	nbisL1-mrna-2947	61.194879	62.101041	59.05724	43.648264	46.747199	37.013416
mRNA_S-ischiensis_contig1.147.1	nbisL1-mrna-15574	63.422666	84.734051	90.24735	53.058094	52.080665	41.564426
mRNA_S-ischiensis_contig1.148.1	nbisL1-mrna-15575	21.716528	18.880357	13.989963	21.006956	24.089517	26.601934
mRNA_S-ischiensis_contig1.149.1	nbisL1-mrna-15576	4.304679	7.270591	6.734554	7.417344	6.18986	3.513815
mRNA_S-ischiensis_contig1.150.1	nbisL1-mrna-15577	7.334701	2.87996	2.972301	5.400073	7.543106	16.641946
mRNA_S-ischiensis_contig1.151.1	nbisL1-mrna-15578	41.256502	42.66231	45.972756	45.024467	44.944254	49.861592
mRNA_S-ischiensis_contig1.152.1	nbisL1-mrna-15579	20.847145	22.147195	24.372581	25.68797	22.417244	32.708505
mRNA_S-ischiensis_contig1.153.1	nbisL1-mrna-15580	26.1961	23.210423	20.851732	24.970745	24.400783	20.014051
mRNA_S-ischiensis_contig1.154.1	nbisL1-mrna-2948	49.313693	35.569426	52.200954	33.87128	30.387891	30.350457
mRNA_S-ischiensis_contig1.155.1	nbisL1-mrna-15581	20.37511	15.042437	14.011646	12.553371	13.126298	14.8014
mRNA_S-ischiensis_contig1.156.1	nbisL1-mrna-2949	26.743915	24.148217	32.87964	21.48844	26.723412	23.55688
mRNA_S-ischiensis_contig1.157.1	nbisL1-mrna-15582	25.734318	30.552054	20.54984	34.574098	35.313063	34.672616
mRNA_S-ischiensis_contig1.158.1	nbisL1-mrna-15583	21.136837	25.704723	22.535907	14.57107	16.950386	14.956428
mRNA_S-ischiensis_contig1.159.1	nbisL1-mrna-15584	32.96723	26.029832	28.563128	24.842318	27.953878	28.448046
mRNA_S-ischiensis_contig1.160.1	nbisL1-mrna-2950	0.357272	0.121926	0	0.132871	0.412201	0.98967
mRNA_S-ischiensis_contig1.161.1	nbisL1-mrna-15585	39.511865	32.992659	41.195974	26.201132	32.742224	44.317554
mRNA_S-ischiensis_contig1.162.1	nbisL1-mrna-15586	5851.323471	6401.770646	8059.341964	3674.893227	3265.295289	4218.190356
mRNA_S-ischiensis_contig1.163.1	nbisL1-mrna-15587	2.559505	2.728144	3.789	3.21317	3.318873	3.425829
mRNA_S-ischiensis_contig1.164.1	nbisL1-mrna-15588	35.926458	38.310155	35.27218	36.689236	37.453926	40.525507
mRNA_S-ischiensis_contig1.165.1	nbisL1-mrna-15589	33.226243	29.468437	30.593955	31.873851	34.347526	39.12731
mRNA_S-ischiensis_contig1.166.1	nbisL1-mrna-15590	17.162474	14.867271	22.220586	34.962057	41.529263	49.013749
mRNA_S-ischiensis_contig1.167.1	nbisL1-mrna-7511	0.480245	0	0	0	0	0
mRNA_S-ischiensis_contig1.168.1	nbisL1-mrna-15591	41.064077	26.052076	33.824158	31.01217	25.529703	25.540496
mRNA_S-ischiensis_contig1.169.1	nbisL1-mrna-7512	0	0	0	0.345159	0	0
mRNA_S-ischiensis_contig1.170.1	nbisL1-mrna-15592	1599.450921	1626.2521	1935.36856	1307.664925	1303.823949	1474.783168
mRNA_S-ischiensis_contig1.171.1	nbisL1-mrna-15593	11.950713	13.952352	13.741958	13.815565	14.408039	13.608423
mRNA_S-ischiensis_contig1.172.1	nbisL1-mrna-15594	105.069423	107.569386	84.008398	119.97285	126.372654	103.567358
mRNA_S-ischiensis_contig1.173.1	nbisL1-mrna-2951	51.429082	56.127572	43.688195	56.99937	54.147627	49.286029
mRNA_S-ischiensis_contig1.174.1	nbisL1-mrna-2952	44.660313	38.23613	32.544763	45.104489	44.729471	38.707125
mRNA_S-ischiensis_contig1.175.1	nbisL1-mrna-2953	31.667868	36.117976	50.639047	23.370983	21.694934	27.278301
mRNA_S-ischiensis_contig1.176.1	nbisL1-mrna-15595	40.173646	48.555751	62.008825	39.658793	34.975583	44.457046
mRNA_S-ischiensis_contig1.177.1	nbisL1-mrna-7513	4.682065	5.110669	7.84655	4.005416	5.233424	3.719616
mRNA_S-ischiensis_contig1.178.1	nbisL1-mrna-7514	3.827441	2.697763	1.36225	3.20445	1.657295	1.674468
mRNA_S-ischiensis_contig1.179.1	nbisL1-mrna-7515	1.354651	1.347688	0	1.62377	2.775727	3.480201
mRNA_S-ischiensis_contig1.180.1	nbisL1-mrna-15596	127.907479	121.758753	103.228518	135.1417	133.878297	113.921161
mRNA_S-ischiensis_contig1.181.1	nbisL1-mrna-15597	111.795426	112.125078	138.096856	127.737958	122.342293	137.56214
mRNA_S-ischiensis_contig1.182.1	nbisL1-mrna-15598	149.915051	148.278255	167.420258	154.336833	147.569099	170.996589
mRNA_S-ischiensis_contig1.183.1	nbisL1-mrna-2954	19.079684	16.330582	11.231246	13.346738	14.06924	10.036458
mRNA_S-ischiensis_contig1.184.1	nbisL1-mrna-15599	16.475676	15.339032	10.977939	21.351643	19.957201	14.853881
mRNA_S-ischiensis_contig1.185.1	nbisL1-mrna-15600	42.700696	36.528643	26.392297	69.426938	43.714562	44.758848
mRNA_S-ischiensis_contig1.186.1	nbisL1-mrna-15601	64.906802	75.209278	57.645255	44.254547	41.913424	30.339589
mRNA_S-ischiensis_contig1.187.1	nbisL1-mrna-2955	13.677457	18.617406	16.954304	74.196128	86.645886	72.158644
mRNA_S-ischiensis_contig1.188.1	nbisL1-mrna-2956	161.988977	134.139366	124.775369	111.154418	104.808582	67.711475
mRNA_S-ischiensis_contig1.189.1	nbisL1-mrna-7516	98.36769	107.630576	87.825711	71.475513	80.413077	47.475718
mRNA_S-ischiensis_contig1.190.1	nbisL1-mrna-7517	21.745048	24.490881	17.815435	44.113923	47.091976	41.127461
mRNA_S-ischiensis_contig1.191.1	nbisL1-mrna-15602	41.01044	38.345343	31.555202	38.62714	39.05616	32.060605
mRNA_S-ischiensis_contig1.192.1	nbisL1-mrna-15603	10.245089	7.135869	4.798285	12.300644	15.674977	9.958228
mRNA_S-ischiensis_contig1.193.1	nbisL1-mrna-15604	9.993616	15.701616	13.265926	10.534314	10.496445	9.005629
mRNA_S-ischiensis_contig1.194.1	nbisL1-mrna-2957	18.76785	20.356861	18.472025	15.169579	17.400487	10.928635
mRNA_S-ischiensis_contig1.195.1	nbisL1-mrna-15605	1.774956	9.119966	3.660298	13.094488	10.544247	3.781192
mRNA_S-ischiensis_contig1.196.1	nbisL1-mrna-2958	27.864658	17.339739	20.725731	16.174857	11.78321	10.070792
mRNA_S-ischiensis_contig1.197.1	nbisL1-mrna-15606	31.670116	29.819909	34.360655	35.616262	36.30241	42.462519
mRNA_S-ischiensis_contig1.198.1	nbisL1-mrna-7518	31.476713	28.823881	30.072288	25.42253	24.749968	20.438257
mRNA_S-ischiensis_contig1.199.1	nbisL1-mrna-7519	57.233664	53.866036	51.023906	27.959013	38.172733	34.492345
mRNA_S-ischiensis_contig1.200.1	nbisL1-mrna-7520	29.155915	28.940285	20.552776	51.541102	42.526469	33.199842
mRNA_S-ischiensis_contig1.201.1	nbisL1-mrna-15607	53.316175	49.095057	28.478261	59.58911	43.764249	21.773256
mRNA_S-ischiensis_contig1.202.1	nbisL1-mrna-15608	43.915102	43.987517	33.825671	46.594652	44.818693	36.921644
mRNA_S-ischiensis_contig1.203.1	nbisL1-mrna-15609	48.85431	44.082533	26.726708	47.030858	46.57831	27.405062
mRNA_S-ischiensis_contig1.204.1	nbisL1-mrna-7521	0	0.461438	0	0	0	0
mRNA_S-ischiensis_contig1.205.1	nbisL1-mrna-7522	0.302602	0.298784	0	0	0.299049	0.267995
mRNA_S-ischiensis_contig1.206.1	nbisL1-mrna-15610	21.299474	19.151929	16.471342	26.87816	35.14749	19.536156
mRNA_S-ischiensis_contig1.207.1	nbisL1-mrna-15611	9.666959	9.909564	4.274793	13.543934	12.5559	6.647075
mRNA_S-ischiensis_contig1.208.1	nbisL1-mrna-15612	9.482356	11.294266	8.836496	13.740548	14.98796	11.671316
mRNA_S-ischiensis_contig1.209.1	nbisL1-mrna-15613	62.035379	62.184764	63.946212	54.414927	53.121961	49.591184
mRNA_S-ischiensis_contig1.210.1	nbisL1-mrna-15614	27.272479	25.451761	27.008939	22.554049	15.897571	19.443576
mRNA_S-ischiensis_contig1.211.1	nbisL1-mrna-15615	12.230753	12.083022	13.684156	8.270435	7.652928	8.912636
mRNA_S-ischiensis_contig1.212.1	nbisL1-mrna-15616	29.561053	30.36912	28.920487	39.887239	33.931018	40.000431
mRNA_S-ischiensis_contig1.213.1	nbisL1-mrna-15617	48.158509	53.762552	59.321783	57.374947	60.579235	62.93204
mRNA_S-ischiensis_contig1.214.1	nbisL1-mrna-15618	30.545136	28.996338	32.077445	32.735363	35.495339	40.265906
mRNA_S-ischiensis_contig1.215.1	nbisL1-mrna-15619	15.945772	21.485054	18.916835	19.267815	20.628594	24.156519
mRNA_S-ischiensis_contig1.216.1	nbisL1-mrna-15620	27.132287	30.689211	30.656186	32.255654	36.800433	35.423654
mRNA_S-ischiensis_contig1.217.1	nbisL1-mrna-15621	12.819927	10.941832	11.691329	12.717933	13.704293	13.822028
mRNA_S-ischiensis_contig1.218.1	nbisL1-mrna-15622	45.702101	38.236447	29.680326	40.437567	40.029133	35.143062
mRNA_S-ischiensis_contig1.219.1	nbisL1-mrna-7523	6.301743	8.681006	8.756776	9.824398	10.385737	12.547321
mRNA_S-ischiensis_contig1.220.1	nbisL1-mrna-15623	31.496154	28.511422	25.665906	36.598335	36.66653	27.80549
