tx	gene_id	Scytosiphon_promiscuus_A_RNAseq_ScytoA	Scytosiphon_promiscuus_asm6_male_RNAseq_ScytoM_rep1	Scytosiphon_promiscuus_B_RNAseq_ScytoB	Scytosiphon_promiscuus_C_RNAseq_ScytoC	Scytosiphon_promiscuus_D_RNAseq_ScytoD	Scytosiphon_promiscuus_mrf5_female_RNAseq_ScytoF_rep1
mRNA_S-promiscuus_M_contig2.4747.1	nbisL1-mrna-1440	58.48964	68.92992	0.303619	58.033589	0.071429	0.680453
mRNA_S-promiscuus_M_contig2.4746.1	nbisL1-mrna-1441	0.307358	0.23988	0	0	0	0
mRNA_S-promiscuus_M_contig2.4745.1	nbisL1-mrna-1442	1067.824569	1102.063789	0.414387	1277.586854	0.117029	0.278452
mRNA_S-promiscuus_M_contig2.4744.1	nbisL1-mrna-1443	3.924736	4.474684	1.725487	0.755516	1.523873	5.549779
mRNA_S-promiscuus_M_contig2.4743.1	nbisL1-mrna-1444	3.11745	2.595647	7.629627	3.005462	7.677247	8.569488
mRNA_S-promiscuus_M_contig2.4742.1	nbisL1-mrna-1445	182.021388	120.879443	107.400666	123.717546	129.376574	166.269878
mRNA_S-promiscuus_M_contig2.4741.1	nbisL1-mrna-1446	0.988253	0.504657	2.07338	2.141876	1.100117	0
mRNA_S-promiscuus_M_contig2.4740.1	nbisL1-mrna-1447	3.725697	3.365531	3.919615	1.544047	2.006697	6.829663
mRNA_S-promiscuus_M_contig2.4739.1	nbisL1-mrna-1448	134.651673	151.070267	32.223332	144.437782	35.20811	29.716123
mRNA_S-promiscuus_M_contig2.4738.1	nbisL1-mrna-1449	324.658698	363.130127	318.436231	434.828986	281.383218	317.561281
mRNA_S-promiscuus_M_contig2.4737.1	nbisL1-mrna-1450	69.534846	67.029241	123.822277	67.748924	132.309177	139.833398
mRNA_S-promiscuus_M_contig2.4736.1	nbisL1-mrna-1451	101.755598	91.937002	167.460558	99.344547	160.2374	164.980528
mRNA_S-promiscuus_M_contig2.4735.1	nbisL1-mrna-1452	2.151672	2.044976	1.192476	0.526214	1.485541	4.596702
mRNA_S-promiscuus_M_contig2.4734.1	nbisL1-mrna-1453	1.931962	2.139013	1.171153	1.038607	0.676715	2.50294
mRNA_S-promiscuus_M_contig2.4733.1	nbisL1-mrna-1454	2.922247	3.660096	6.428761	2.824975	3.767157	5.261278
mRNA_S-promiscuus_M_contig2.4732.1	nbisL1-mrna-1455	1.222961	1.156323	0.704711	0.352373	0.397877	1.066135
mRNA_S-promiscuus_M_contig2.4731.1	nbisL1-mrna-1456	104.561491	113.972717	132.157512	116.797913	130.065938	131.041127
mRNA_S-promiscuus_M_contig2.4730.1	nbisL1-mrna-1457	7.655658	7.513125	4.425534	7.172069	3.687237	4.831916
mRNA_S-promiscuus_M_contig2.4729.1	nbisL1-mrna-1458	6.9441	4.015104	3.294331	6.504661	4.377224	4.126565
mRNA_S-promiscuus_M_contig2.4728.1	nbisL1-mrna-1459	11.927856	4.429877	15.549412	16.925699	26.137169	33.17649
mRNA_S-promiscuus_M_contig2.4727.1	nbisL1-mrna-1460	9.050242	6.055146	14.603514	6.956693	14.948655	17.482404
mRNA_S-promiscuus_M_contig2.4726.1	nbisL1-mrna-1461	0.650684	1.034102	0	0	0	2.596907
mRNA_S-promiscuus_M_contig2.4725.1	nbisL1-mrna-1462	78.142245	60.776934	75.678232	74.065323	82.71367	98.000061
mRNA_S-promiscuus_M_contig2.4724.1	nbisL1-mrna-1463	54.426473	54.041364	81.165219	50.173937	81.756721	79.032491
mRNA_S-promiscuus_M_contig2.4723.1	nbisL1-mrna-1464	47.571286	45.335306	30.654537	55.576866	31.592555	27.396181
mRNA_S-promiscuus_M_contig2.4722.1	nbisL1-mrna-1465	4.6042	5.459846	3.886057	3.038025	3.550951	5.105552
mRNA_S-promiscuus_M_contig2.4721.1	nbisL1-mrna-1466	61.935618	58.551684	43.057984	65.879802	41.977667	43.953514
mRNA_S-promiscuus_M_contig2.4720.1	nbisL1-mrna-1467	14.657623	13.140115	9.233981	16.301667	7.542828	8.591364
mRNA_S-promiscuus_M_contig2.4719.1	nbisL1-mrna-1468	5.290483	5.34496	7.665687	5.319729	6.131371	8.49482
mRNA_S-promiscuus_M_contig2.4718.1	nbisL1-mrna-1469	26.18054	20.479414	21.46226	23.71387	21.547768	27.726236
mRNA_S-promiscuus_M_contig2.4716.1	nbisL1-mrna-1470	132.409618	137.757588	245.628631	125.74336	236.61874	200.494423
mRNA_S-promiscuus_M_contig2.4717.1	nbisL1-mrna-1471	0	0	0	0	0	0.499431
mRNA_S-promiscuus_M_contig2.4715.1	nbisL1-mrna-1472	0.208316	1.17197	2.399408	0.903865	0.851503	0.499431
mRNA_S-promiscuus_M_contig2.4714.1	nbisL1-mrna-1473	32.047631	28.692833	108.009867	34.221841	111.928158	126.64125
mRNA_S-promiscuus_M_contig2.4713.1	nbisL1-mrna-1474	48.31241	55.674783	36.80947	48.153853	41.260182	36.793473
mRNA_S-promiscuus_M_contig2.4712.1	nbisL1-mrna-1475	31.278053	35.358451	88.173491	35.862857	91.017094	99.006333
mRNA_S-promiscuus_M_contig2.4711.1	nbisL1-mrna-1476	170.850938	138.333022	180.050269	152.043357	194.697329	228.462589
mRNA_S-promiscuus_M_contig2.4710.1	nbisL1-mrna-1477	53.312901	37.069518	26.986339	37.419601	36.88892	39.493855
mRNA_S-promiscuus_M_contig2.4709.1	nbisL1-mrna-1478	238.675068	180.136564	75.247646	122.354378	72.42858	80.663386
mRNA_S-promiscuus_M_contig2.4708.1	nbisL1-mrna-1479	63.746909	75.17565	46.482099	76.277074	42.386715	43.527087
mRNA_S-promiscuus_M_contig2.4707.1	nbisL1-mrna-1480	137.16608	133.547066	87.209923	134.842758	78.007191	98.95172
mRNA_S-promiscuus_M_contig36.11306.1	nbisL1-mrna-1481	90.804435	70.702126	42.797859	72.524621	39.415108	58.890255
mRNA_S-promiscuus_M_contig36.11305.1	nbisL1-mrna-1482	7.26152	5.392211	6.349675	5.856096	7.867094	9.013231
mRNA_S-promiscuus_M_contig36.11304.1	nbisL1-mrna-1483	6.089267	8.682469	4.031215	1.463974	2.704106	9.167398
mRNA_S-promiscuus_M_contig36.11303.1	nbisL1-mrna-1484	3.598905	4.468545	3.530442	1.293549	1.681049	5.655017
mRNA_S-promiscuus_M_contig36.11302.1	nbisL1-mrna-1485	35.874636	30.732672	19.098798	35.725754	21.203911	27.562611
mRNA_S-promiscuus_M_contig36.11301.1	nbisL1-mrna-1486	19.375088	18.151459	17.504444	18.635931	18.543698	19.472182
mRNA_S-promiscuus_M_contig36.11300.1	nbisL1-mrna-1487	0.833796	0.22309	1.030291	1.549137	0.486381	0.574278
mRNA_S-promiscuus_M_contig36.11299.1	nbisL1-mrna-1488	3.41655	2.780259	0	4.023092	0	0
mRNA_S-promiscuus_M_contig36.11298.1	nbisL1-mrna-1489	164.015916	195.221455	162.112012	192.173241	156.246269	139.314211
mRNA_S-promiscuus_M_contig36.11296.1	nbisL1-mrna-1490	536.89755	596.789867	617.240323	615.848794	596.818207	592.690382
mRNA_S-promiscuus_M_contig36.11297.1	nbisL1-mrna-1491	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig36.11295.1	nbisL1-mrna-1492	121.247283	133.752996	119.36174	140.054749	106.059309	133.463545
mRNA_S-promiscuus_M_contig36.11294.1	nbisL1-mrna-1493	0.120778	0	0	0	0.617254	0
mRNA_S-promiscuus_M_contig36.11293.1	nbisL1-mrna-1494	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig36.11292.1	nbisL1-mrna-1495	37.261345	32.985436	40.431815	37.517388	40.269016	44.310153
mRNA_S-promiscuus_M_contig36.11290.1	nbisL1-mrna-1496	4.143222	4.544608	8.305925	4.914325	9.9038	8.830832
mRNA_S-promiscuus_M_contig36.11291.1	nbisL1-mrna-1497	0	0	0	0	1.568785	0
mRNA_S-promiscuus_M_contig36.11289.1	nbisL1-mrna-1498	13.03276	15.961723	37.622779	14.876741	31.836049	46.497606
mRNA_S-promiscuus_M_contig36.11288.1	nbisL1-mrna-1499	52.168039	43.301577	31.999399	44.666511	40.747873	52.140091
mRNA_S-promiscuus_M_contig36.11287.1	nbisL1-mrna-1500	22.62077	13.157147	14.19299	10.704993	9.015715	22.341414
mRNA_S-promiscuus_M_contig36.11286.1	nbisL1-mrna-1501	34.783362	21.884364	23.254355	26.254564	27.5574	39.441633
mRNA_S-promiscuus_M_contig36.11285.1	nbisL1-mrna-1502	26.582079	23.74907	24.754454	25.740625	25.132479	25.92779
mRNA_S-promiscuus_M_contig36.11284.1	nbisL1-mrna-1503	38.582979	30.37546	18.560512	38.129726	23.432866	27.169026
mRNA_S-promiscuus_M_contig36.11283.1	nbisL1-mrna-1504	0.347424	0.651094	0	0.376674	0	0
mRNA_S-promiscuus_M_contig36.11282.1	nbisL1-mrna-1505	0	0	0	0	0	0.620595
mRNA_S-promiscuus_M_contig36.11281.1	nbisL1-mrna-1506	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig36.11280.1	nbisL1-mrna-1507	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig36.11279.1	nbisL1-mrna-1508	11.690393	10.874273	165.84752	13.491917	146.141613	158.176903
mRNA_S-promiscuus_M_contig36.11278.1	nbisL1-mrna-1509	9.694902	6.661677	45.219812	7.821346	32.925727	30.113585
mRNA_S-promiscuus_M_contig36.11277.1	nbisL1-mrna-1510	27.635758	21.312996	24.348457	13.18612	22.996421	22.483984
mRNA_S-promiscuus_M_contig36.11276.1	nbisL1-mrna-1511	17.53545	21.157765	18.630646	18.356094	18.205151	21.572125
mRNA_S-promiscuus_M_contig36.11275.1	nbisL1-mrna-1512	0.813028	0.371329	0.285975	0	0	0
mRNA_S-promiscuus_M_contig36.11274.1	nbisL1-mrna-1513	105.839011	105.61326	89.554716	91.280181	87.018876	92.81685
mRNA_S-promiscuus_M_contig36.11273.1	nbisL1-mrna-1514	23.604081	24.755897	46.032425	26.003117	45.254656	42.491122
mRNA_S-promiscuus_M_contig36.11272.1	nbisL1-mrna-1515	6.198971	7.878039	1.542292	1.158234	1.635413	4.040447
mRNA_S-promiscuus_M_contig36.11271.1	nbisL1-mrna-1516	10.443421	10.654371	9.471727	10.457189	11.687124	12.522325
mRNA_S-promiscuus_M_contig36.11270.1	nbisL1-mrna-1517	2.834593	2.825114	6.059989	0.995387	8.567507	10.002333
mRNA_S-promiscuus_M_contig36.11269.1	nbisL1-mrna-1518	125.976022	95.878855	6.424263	108.920719	6.390083	6.81766
mRNA_S-promiscuus_M_contig36.11268.1	nbisL1-mrna-1519	46.390508	50.4	67.222553	48.838247	57.982963	55.355251
mRNA_S-promiscuus_M_contig36.11267.1	nbisL1-mrna-1520	14.633151	14.679179	26.537514	12.96173	25.448605	29.479672
mRNA_S-promiscuus_M_contig36.11266.1	nbisL1-mrna-1521	5.510185	3.913625	3.326322	3.677819	3.708348	4.631685
mRNA_S-promiscuus_M_contig36.11265.1	nbisL1-mrna-1522	12.019327	10.666339	5.895427	10.059253	7.239909	8.530598
mRNA_S-promiscuus_M_contig36.11264.1	nbisL1-mrna-1523	6.856287	6.487773	5.510265	5.696107	6.584596	4.606993
mRNA_S-promiscuus_M_contig36.11263.1	nbisL1-mrna-1524	0.268107	0	0.643346	0.969757	0.913368	1.070539
mRNA_S-promiscuus_M_contig36.11262.1	nbisL1-mrna-1525	0.587326	0.750122	0	0.578717	0.817742	0
mRNA_S-promiscuus_M_contig36.11261.1	nbisL1-mrna-1526	158.142305	174.563763	207.29361	170.08031	206.095527	206.880452
mRNA_S-promiscuus_M_contig36.11260.1	nbisL1-mrna-1527	71.506573	86.824401	105.594597	92.879722	114.624163	100.047383
mRNA_S-promiscuus_M_contig36.11259.1	nbisL1-mrna-1528	3.75821	2.160982	3.887138	3.335641	6.672865	6.983847
mRNA_S-promiscuus_M_contig36.11258.1	nbisL1-mrna-1529	5.970944	0.872027	5.311167	4.022608	14.027171	13.177754
mRNA_S-promiscuus_M_contig36.11257.1	nbisL1-mrna-1530	6.156973	5.650209	4.174308	4.975563	6.59086	10.511237
mRNA_S-promiscuus_M_contig36.11255.1	nbisL1-mrna-1531	8.365465	5.667357	5.298599	7.262178	13.458548	15.644628
mRNA_S-promiscuus_M_contig36.11256.1	nbisL1-mrna-1532	0	0	0	0.463176	0.436311	0
mRNA_S-promiscuus_M_contig36.11254.1	nbisL1-mrna-1533	51.750241	64.720117	33.179836	61.760101	30.127782	29.666109
mRNA_S-promiscuus_M_contig36.11253.1	nbisL1-mrna-1534	182.363969	225.632408	62.242794	215.825819	75.231108	72.470602
mRNA_S-promiscuus_M_contig36.11252.1	nbisL1-mrna-1535	12.131483	13.972089	25.337437	14.747266	20.453258	21.234169
mRNA_S-promiscuus_M_contig36.11251.1	nbisL1-mrna-1536	0.140991	0.528252	0	0	0.287723	0
mRNA_S-promiscuus_M_contig36.11250.1	nbisL1-mrna-1537	0.776301	0.558978	0	0.48531	0.304613	1.263499
mRNA_S-promiscuus_M_contig36.11249.1	nbisL1-mrna-1538	111.554338	154.613521	144.668503	117.664409	187.111074	167.563508
mRNA_S-promiscuus_M_contig36.11248.1	nbisL1-mrna-1539	85.388437	91.079329	54.495919	82.552372	64.888403	61.068102
mRNA_S-promiscuus_M_contig36.11246.1	nbisL1-mrna-1540	355.193592	373.051879	34.582673	347.332889	50.346888	38.089165
mRNA_S-promiscuus_M_contig36.11247.1	nbisL1-mrna-1541	0	0	0	0	0.975681	0
mRNA_S-promiscuus_M_contig36.11245.1	nbisL1-mrna-1542	10.410157	8.357164	24.865859	9.062994	24.26641	23.443895
mRNA_S-promiscuus_M_contig36.11244.1	nbisL1-mrna-1543	52.383842	69.940199	21.905065	50.032143	26.730507	11.479063
mRNA_S-promiscuus_M_contig36.11243.1	nbisL1-mrna-1544	9.124008	8.382166	15.905437	6.11092	16.373534	17.54076
mRNA_S-promiscuus_M_contig36.11242.1	nbisL1-mrna-1545	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig36.11241.1	nbisL1-mrna-1546	14.823697	15.347003	17.661184	15.435715	19.629032	13.987334
mRNA_S-promiscuus_M_contig36.11240.1	nbisL1-mrna-1547	32.47777	28.781876	3.064378	30.866036	3.321536	3.016469
mRNA_S-promiscuus_M_contig36.11239.1	nbisL1-mrna-1548	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig36.11238.1	nbisL1-mrna-1549	5.64338	5.113359	13.275618	4.395964	14.604587	14.823608
mRNA_S-promiscuus_M_contig36.11237.1	nbisL1-mrna-1550	10.604486	12.780228	34.353811	12.385823	27.210845	28.013835
mRNA_S-promiscuus_M_contig36.11236.1	nbisL1-mrna-1551	26.212623	23.562515	35.303749	24.156553	36.695601	40.568302
mRNA_S-promiscuus_M_contig36.11235.1	nbisL1-mrna-1552	16.83581	23.661688	19.366441	19.058756	20.253826	13.328085
mRNA_S-promiscuus_M_contig36.11234.1	nbisL1-mrna-1553	35.03343	36.315849	29.933413	40.523667	36.196893	28.336026
mRNA_S-promiscuus_M_contig36.11233.1	nbisL1-mrna-1554	45.592241	47.914672	36.303251	48.72986	34.51916	43.365033
mRNA_S-promiscuus_M_contig36.11232.1	nbisL1-mrna-1555	19.243038	22.632404	18.251975	20.955097	19.501968	16.928647
mRNA_S-promiscuus_M_contig36.11231.1	nbisL1-mrna-1556	20.037606	20.659305	19.06332	20.819089	20.235558	23.729361
mRNA_S-promiscuus_M_contig36.11230.1	nbisL1-mrna-1557	2.804327	1.579265	3.280753	2.039607	3.243253	4.250789
mRNA_S-promiscuus_M_contig36.11229.1	nbisL1-mrna-1558	46.799179	36.631534	33.055014	37.282499	41.469061	49.414836
mRNA_S-promiscuus_M_contig36.11228.1	nbisL1-mrna-1559	65.2764	73.495414	61.459412	67.349569	69.086422	60.731241
mRNA_S-promiscuus_M_contig36.11227.1	nbisL1-mrna-1560	12.567191	8.44178	5.229414	7.984952	6.866785	8.244181
mRNA_S-promiscuus_M_contig36.11226.1	nbisL1-mrna-1561	27.951359	26.545066	34.43525	24.092396	31.49208	20.40095
mRNA_S-promiscuus_M_contig36.11225.1	nbisL1-mrna-1562	2.637131	0.365788	0	1.481852	0.199355	0
mRNA_S-promiscuus_M_contig36.11224.1	nbisL1-mrna-1563	14.765017	13.431349	15.838356	15.603786	15.499173	15.591373
mRNA_S-promiscuus_M_contig36.11223.1	nbisL1-mrna-1564	1.164779	0	0	0	0	0
mRNA_S-promiscuus_M_contig36.11222.1	nbisL1-mrna-1565	0.803297	0.940062	0.407068	0.101789	0.143677	0.627013
mRNA_S-promiscuus_M_contig36.11221.1	nbisL1-mrna-1566	5.474337	5.865359	6.087269	5.386475	6.887149	9.177964
mRNA_S-promiscuus_M_contig36.11220.1	nbisL1-mrna-1567	3.577276	3.677648	1.058094	3.608719	0.543392	1.05009
mRNA_S-promiscuus_M_contig36.11219.1	nbisL1-mrna-1568	3.489365	2.416061	1.917262	4.150006	1.805355	2.50403
mRNA_S-promiscuus_M_contig36.11218.1	nbisL1-mrna-1569	0.226277	0.712505	0	0	0	0.900879
mRNA_S-promiscuus_M_contig36.11217.1	nbisL1-mrna-1570	0.194702	1.851189	0	2.134034	0	0
mRNA_S-promiscuus_M_contig36.11216.1	nbisL1-mrna-1571	166.867082	158.540538	193.257425	137.818954	202.231493	221.315094
mRNA_S-promiscuus_M_contig36.11215.1	nbisL1-mrna-1572	2.521854	3.251192	1.742995	0.818175	2.002826	3.833951
mRNA_S-promiscuus_M_contig36.11213.1	nbisL1-mrna-1573	23.900439	19.797822	30.212469	21.480678	24.173786	27.487979
mRNA_S-promiscuus_M_contig36.11214.1	nbisL1-mrna-1574	0.071072	0	1.024512	0	0	0
mRNA_S-promiscuus_M_contig36.11212.1	nbisL1-mrna-1575	21.589705	25.776272	15.552933	23.8541	14.388238	18.770792
mRNA_S-promiscuus_M_contig36.11211.1	nbisL1-mrna-1577	22.537966	25.965566	27.218212	26.203534	35.944611	28.815408
mRNA_S-promiscuus_M_contig36.11209.1	nbisL1-mrna-1576	3.13702	3.76256	11.226224	3.016329	9.894197	10.608098
mRNA_S-promiscuus_M_contig36.11210.1	nbisL1-mrna-1578	374.166434	483.737011	51.410992	416.308855	77.271712	73.993058
mRNA_S-promiscuus_M_contig36.11208.1	nbisL1-mrna-1579	202.300943	210.362738	344.258381	195.309994	318.25474	292.967188
mRNA_S-promiscuus_M_contig36.11207.1	nbisL1-mrna-1580	81.921485	75.422674	68.715539	78.512187	66.142988	65.132956
mRNA_S-promiscuus_M_contig36.11206.1	nbisL1-mrna-1581	84.190791	60.281106	83.483673	76.31486	96.023374	91.847708
mRNA_S-promiscuus_M_contig36.11205.1	nbisL1-mrna-1582	36.671911	26.652806	29.000221	25.612626	31.078212	39.384682
mRNA_S-promiscuus_M_contig36.11204.1	nbisL1-mrna-1583	17.385093	14.721488	8.993145	16.093374	9.283415	10.646196
mRNA_S-promiscuus_M_contig36.11198.1	nbisL1-mrna-1584	4.288732	3.885477	5.238514	6.184176	7.058285	3.551549
mRNA_S-promiscuus_M_contig36.11197.1	nbisL1-mrna-1585	100.299512	110.850126	79.855769	118.422535	86.65127	66.617666
mRNA_S-promiscuus_M_contig36.11196.1	nbisL1-mrna-1586	13.549378	11.201432	37.661439	11.448329	34.572717	38.194589
mRNA_S-promiscuus_M_contig36.11195.1	nbisL1-mrna-1587	14.145326	13.065675	24.817829	12.385764	30.701207	29.077284
mRNA_S-promiscuus_M_contig36.11194.1	nbisL1-mrna-1588	8.136437	7.213207	7.687039	6.800524	8.798616	11.18173
mRNA_S-promiscuus_M_contig36.11193.1	nbisL1-mrna-1589	37.510636	40.729689	38.893878	39.160566	32.935695	37.547877
mRNA_S-promiscuus_M_contig36.11192.1	nbisL1-mrna-1590	34.431805	30.695975	44.348207	30.623434	47.815096	34.008902
mRNA_S-promiscuus_M_contig36.11191.1	nbisL1-mrna-1591	13.347264	9.284205	14.332323	12.350095	15.676208	17.716819
mRNA_S-promiscuus_M_contig36.11190.1	nbisL1-mrna-1592	11.520198	3.921467	2.800592	5.324358	7.800444	11.956535
mRNA_S-promiscuus_M_contig36.11189.1	nbisL1-mrna-1593	6.498859	5.728146	16.238949	4.473042	14.080775	12.685841
mRNA_S-promiscuus_M_contig36.11188.1	nbisL1-mrna-1594	16.420601	6.325875	31.140374	7.982105	43.734925	66.955012
mRNA_S-promiscuus_M_contig36.11187.1	nbisL1-mrna-1595	12.45237	4.495332	23.444388	2.079539	33.779069	49.878455
mRNA_S-promiscuus_M_contig36.11186.1	nbisL1-mrna-1596	0.465944	0	0	0	0	4.187174
mRNA_S-promiscuus_M_contig36.11185.1	nbisL1-mrna-1597	70.02961	59.580845	115.152286	56.746832	126.948114	105.790146
mRNA_S-promiscuus_M_contig36.11184.1	nbisL1-mrna-1598	14.63565	14.659244	26.98647	17.866943	25.712813	23.83108
mRNA_S-promiscuus_M_contig36.11183.1	nbisL1-mrna-1599	27.867758	20.220896	16.14474	19.781436	17.569862	19.901103
mRNA_S-promiscuus_M_contig36.11182.1	nbisL1-mrna-1600	0.33287	0	1.597807	0	0.567182	0
mRNA_S-promiscuus_M_contig36.11181.1	nbisL1-mrna-1601	48.687552	45.893976	55.781086	52.477233	55.748921	56.726682
mRNA_S-promiscuus_M_contig36.11180.1	nbisL1-mrna-1602	5.270538	5.616901	9.76509	6.502939	13.466811	10.041086
mRNA_S-promiscuus_M_contig36.11179.1	nbisL1-mrna-1603	0.325342	0	0	0	0	1.298453
mRNA_S-promiscuus_M_contig36.11178.1	nbisL1-mrna-1604	20.735649	26.490563	54.378539	30.759158	50.168612	49.851403
mRNA_S-promiscuus_M_contig36.11177.1	nbisL1-mrna-1605	7.473881	8.146567	13.954139	9.580573	14.093117	14.370312
mRNA_S-promiscuus_M_contig36.11176.1	nbisL1-mrna-1606	10.224493	11.538054	15.098479	3.485272	9.347453	25.366372
mRNA_S-promiscuus_M_contig36.11175.1	nbisL1-mrna-1607	34.208486	33.486774	34.586483	29.605586	35.940769	32.557871
mRNA_S-promiscuus_M_contig36.11174.1	nbisL1-mrna-1608	9.732138	8.741301	8.120682	9.576335	10.038209	10.825941
mRNA_S-promiscuus_M_contig36.11173.1	nbisL1-mrna-1609	0.793523	0.783224	0	0.906066	0	0
mRNA_S-promiscuus_M_contig36.11172.1	nbisL1-mrna-1610	19.309779	14.449651	16.287295	14.039481	15.951104	25.644602
mRNA_S-promiscuus_M_contig36.11171.1	nbisL1-mrna-1611	14.716645	10.632442	12.785606	11.34102	14.870207	20.719848
mRNA_S-promiscuus_M_contig36.11170.1	nbisL1-mrna-1612	22.456232	21.504892	28.133126	21.507963	30.397737	31.889631
mRNA_S-promiscuus_M_contig36.11169.1	nbisL1-mrna-1613	7.595413	9.519903	13.490186	8.388587	13.113957	10.320418
mRNA_S-promiscuus_M_contig36.11168.1	nbisL1-mrna-1614	24.104293	25.039215	55.586181	24.450365	52.290874	54.637468
mRNA_S-promiscuus_M_contig36.11167.1	nbisL1-mrna-1615	55.886295	64.611578	63.478983	66.969372	73.212143	58.807367
mRNA_S-promiscuus_M_contig36.11166.1	nbisL1-mrna-1616	23.194822	21.818918	42.457047	20.67025	38.348467	41.455615
mRNA_S-promiscuus_M_contig36.11165.1	nbisL1-mrna-1617	20.846733	19.476823	20.128786	20.452702	24.282855	22.514694
mRNA_S-promiscuus_M_contig36.11164.1	nbisL1-mrna-1618	546.839234	635.08423	645.81458	642.308048	587.001266	524.94609
mRNA_S-promiscuus_M_contig36.11163.1	nbisL1-mrna-1619	2.238333	0	0	0	1.191801	0
mRNA_S-promiscuus_M_contig36.11162.1	nbisL1-mrna-1620	2.714447	3.315292	1.495086	0.320543	1.406273	3.407157
mRNA_S-promiscuus_M_contig36.11161.1	nbisL1-mrna-1621	7.769416	6.296684	13.640345	8.36673	12.457169	12.001436
mRNA_S-promiscuus_M_contig36.11160.1	nbisL1-mrna-1622	31.131772	25.077743	31.2033	26.935243	34.771142	28.172697
mRNA_S-promiscuus_M_contig36.11159.1	nbisL1-mrna-1623	361.686694	232.759601	81.013163	223.057436	112.053166	138.102101
mRNA_S-promiscuus_M_contig36.11158.1	nbisL1-mrna-1624	44.438741	36.884028	40.72589	34.054415	44.117598	51.64168
mRNA_S-promiscuus_M_contig36.11157.1	nbisL1-mrna-1625	52.431734	58.745388	63.513748	55.690411	64.021146	56.713432
mRNA_S-promiscuus_M_contig36.11156.1	nbisL1-mrna-1626	5.955112	7.327211	8.064674	5.12998	7.736743	9.202923
mRNA_S-promiscuus_M_contig36.11155.1	nbisL1-mrna-1627	60.177049	72.522172	45.404095	72.674364	41.931347	43.26527
mRNA_S-promiscuus_M_contig36.11154.1	nbisL1-mrna-1628	49.394982	43.321298	32.160172	48.004981	33.23848	34.736208
mRNA_S-promiscuus_M_contig36.11153.1	nbisL1-mrna-1629	9.478791	8.340555	4.064372	7.882886	5.261697	8.359663
mRNA_S-promiscuus_M_contig36.11152.1	nbisL1-mrna-1630	1220.34407	1479.800318	1566.26323	1682.731652	1323.993072	1297.910614
mRNA_S-promiscuus_M_contig36.11150.1	nbisL1-mrna-1631	30.47485	20.920343	23.14052	22.286414	31.393348	40.300367
mRNA_S-promiscuus_M_contig36.11151.1	nbisL1-mrna-1632	0.046349	0.217014	0	0	0	0
mRNA_S-promiscuus_M_contig36.11149.1	nbisL1-mrna-1633	14.29713	8.159652	16.877815	11.721045	36.80978	24.204865
mRNA_S-promiscuus_M_contig36.11148.1	nbisL1-mrna-1634	43.276848	30.167736	38.946895	27.401122	47.197488	41.812441
mRNA_S-promiscuus_M_contig36.11147.1	nbisL1-mrna-1635	16.494593	15.851585	22.070495	17.051604	23.30443	25.05284
mRNA_S-promiscuus_M_contig36.11146.1	nbisL1-mrna-1636	3.376207	4.445401	5.388605	0.919106	2.076139	8.120845
mRNA_S-promiscuus_M_contig36.11145.1	nbisL1-mrna-1637	0	0	5.807706	0	0	0
mRNA_S-promiscuus_M_contig36.11144.1	nbisL1-mrna-1638	0.601831	0	0	0	0	0
mRNA_S-promiscuus_M_contig36.11143.1	nbisL1-mrna-1639	0.109582	0	2.366871	0	0	3.275664
mRNA_S-promiscuus_M_contig36.11142.1	nbisL1-mrna-1640	7.434624	8.415019	37.662379	7.989912	40.652193	33.74128
mRNA_S-promiscuus_M_contig36.11141.1	nbisL1-mrna-1641	187.867652	226.160423	35.295957	213.034443	51.086198	46.344416
mRNA_S-promiscuus_M_contig36.11140.1	nbisL1-mrna-1642	4.593173	6.217934	1.115087	1.725593	1.797994	0
mRNA_S-promiscuus_M_contig36.11139.1	nbisL1-mrna-1643	51.652877	43.692406	3.611698	32.231987	3.968275	3.357217
mRNA_S-promiscuus_M_contig36.11138.1	nbisL1-mrna-1644	13.021015	12.153879	18.404339	11.535505	16.228696	18.409113
mRNA_S-promiscuus_M_contig36.11137.1	nbisL1-mrna-1645	9.518991	10.052376	15.431058	8.135323	14.369511	16.884584
mRNA_S-promiscuus_M_contig36.11136.1	nbisL1-mrna-1646	34.147405	25.055643	24.574962	21.911463	30.101429	32.505828
mRNA_S-promiscuus_M_contig36.11135.1	nbisL1-mrna-1647	29.242951	12.667138	12.466927	15.788504	19.649523	28.333679
mRNA_S-promiscuus_M_contig36.11134.1	nbisL1-mrna-1648	1202.016633	1334.324042	1970.478401	1450.66549	1576.624606	1703.530817
mRNA_S-promiscuus_M_contig36.11133.1	nbisL1-mrna-1649	26.391368	32.217737	50.567559	29.732662	48.734234	59.61805
mRNA_S-promiscuus_M_contig36.11132.1	nbisL1-mrna-1650	7.069177	6.762898	3.760797	1.557831	2.773297	9.764132
mRNA_S-promiscuus_M_contig36.11131.1	nbisL1-mrna-1651	25.319154	19.59758	20.964913	21.560818	21.338206	25.969818
