tx	gene_id	Scytosiphon_promiscuus_A_RNAseq_ScytoA	Scytosiphon_promiscuus_asm6_male_RNAseq_ScytoM_rep1	Scytosiphon_promiscuus_B_RNAseq_ScytoB	Scytosiphon_promiscuus_C_RNAseq_ScytoC	Scytosiphon_promiscuus_D_RNAseq_ScytoD	Scytosiphon_promiscuus_mrf5_female_RNAseq_ScytoF_rep1
mRNA_S-promiscuus_M_contig2.5693.1	nbisL1-mrna-496	0.874609	0	0	0	0	0
mRNA_S-promiscuus_M_contig2.5692.1	nbisL1-mrna-497	14.586013	14.776489	17.409059	14.921352	7.047222	0
mRNA_S-promiscuus_M_contig2.5691.1	nbisL1-mrna-498	12.023114	11.996732	25.49972	12.124357	26.144954	27.626571
mRNA_S-promiscuus_M_contig2.5690.1	nbisL1-mrna-499	2.253789	2.620853	2.351455	0.282293	1.394752	5.055272
mRNA_S-promiscuus_M_contig2.5689.1	nbisL1-mrna-500	3.71243	2.473228	2.662695	0.625256	2.732734	9.72382
mRNA_S-promiscuus_M_contig2.5688.1	nbisL1-mrna-501	63.407953	57.073432	69.934742	60.007905	71.579632	67.827194
mRNA_S-promiscuus_M_contig2.5687.1	nbisL1-mrna-502	12.85185	11.636477	21.877175	11.961061	20.305624	20.505715
mRNA_S-promiscuus_M_contig2.5686.1	nbisL1-mrna-503	31.461298	31.035287	25.692601	34.417365	26.108731	22.393223
mRNA_S-promiscuus_M_contig2.5685.1	nbisL1-mrna-504	0.927151	0.514058	0.504397	0.182098	0.540324	1.509948
mRNA_S-promiscuus_M_contig2.5684.1	nbisL1-mrna-505	19.02548	18.546857	37.333039	19.970017	37.594041	38.765775
mRNA_S-promiscuus_M_contig2.5683.1	nbisL1-mrna-506	50.437615	45.826471	38.711714	46.50432	43.00653	52.208819
mRNA_S-promiscuus_M_contig2.5682.1	nbisL1-mrna-507	37.793813	42.310193	27.13196	45.420847	29.482001	35.557046
mRNA_S-promiscuus_M_contig2.5681.1	nbisL1-mrna-508	41.706505	56.223209	44.967557	53.479593	40.445238	35.974174
mRNA_S-promiscuus_M_contig2.5680.1	nbisL1-mrna-509	0.648308	1.370044	0.150933	0.339896	0.533234	0.759747
mRNA_S-promiscuus_M_contig2.5679.1	nbisL1-mrna-510	2.123855	3.321639	0.530301	1.127314	0.499245	2.301147
mRNA_S-promiscuus_M_contig2.5678.1	nbisL1-mrna-511	55.143529	53.670699	45.088032	52.263597	41.796248	52.092197
mRNA_S-promiscuus_M_contig2.5677.1	nbisL1-mrna-512	50.780422	60.675695	52.50482	51.198876	51.636595	42.515801
mRNA_S-promiscuus_M_contig2.5676.1	nbisL1-mrna-513	8.429782	8.331763	9.457584	8.837591	9.078895	10.243431
mRNA_S-promiscuus_M_contig2.5675.1	nbisL1-mrna-514	19.552954	18.580315	23.893486	14.927931	24.516667	29.072548
mRNA_S-promiscuus_M_contig2.5674.1	nbisL1-mrna-515	55.240937	59.681961	59.366525	51.540933	58.749373	59.107638
mRNA_S-promiscuus_M_contig4.12051.1	nbisL1-mrna-516	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig2.5673.1	nbisL1-mrna-517	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig2.5672.1	nbisL1-mrna-518	12.955529	13.815778	17.663919	13.341417	20.508047	19.551228
mRNA_S-promiscuus_M_contig2.5671.1	nbisL1-mrna-519	15.832716	12.703196	11.278536	13.852827	13.315668	15.079031
mRNA_S-promiscuus_M_contig2.5670.1	nbisL1-mrna-520	16.972126	18.489889	13.067464	17.274284	15.440607	16.424948
mRNA_S-promiscuus_M_contig2.5669.1	nbisL1-mrna-521	6.617205	5.234822	23.459535	8.347687	24.433955	29.137719
mRNA_S-promiscuus_M_contig2.5668.1	nbisL1-mrna-522	0.14534	0.136046	0.209706	0	0.593095	0
mRNA_S-promiscuus_M_contig2.5667.1	nbisL1-mrna-523	6.115196	6.310612	12.70661	5.367301	8.000602	13.147576
mRNA_S-promiscuus_M_contig2.5666.1	nbisL1-mrna-524	76.546107	86.197299	84.797614	91.831309	78.559528	73.83605
mRNA_S-promiscuus_M_contig2.5665.1	nbisL1-mrna-525	19.503859	19.162938	25.319088	22.286368	24.822779	25.586788
mRNA_S-promiscuus_M_contig2.5664.1	nbisL1-mrna-526	16.667509	16.540848	37.378215	21.204622	38.353203	29.7834
mRNA_S-promiscuus_M_contig2.5663.1	nbisL1-mrna-527	3367.179714	3732.99466	3041.278125	3540.661866	2870.54919	2292.077379
mRNA_S-promiscuus_M_contig2.5662.1	nbisL1-mrna-528	36.883903	40.695393	30.839695	39.483887	32.003341	32.138547
mRNA_S-promiscuus_M_contig2.5661.1	nbisL1-mrna-529	119.457193	128.876336	109.350091	131.120267	102.432465	102.863653
mRNA_S-promiscuus_M_contig2.5660.1	nbisL1-mrna-530	12.79988	11.915916	23.312624	14.222061	21.154379	24.091665
mRNA_S-promiscuus_M_contig2.5659.1	nbisL1-mrna-531	73.658134	63.09458	139.835245	63.85716	142.121509	133.335107
mRNA_S-promiscuus_M_contig2.5658.1	nbisL1-mrna-532	4.299828	5.006806	5.978969	3.795881	6.105361	6.566222
mRNA_S-promiscuus_M_contig2.5657.1	nbisL1-mrna-533	4.393448	2.912594	5.324797	3.638808	7.210299	7.924197
mRNA_S-promiscuus_M_contig2.5656.1	nbisL1-mrna-534	153.362436	157.852733	115.245839	125.196282	120.036967	114.358732
mRNA_S-promiscuus_M_contig2.5655.1	nbisL1-mrna-535	3252.355609	4132.128443	3243.064197	3639.577363	2848.347155	2709.339182
mRNA_S-promiscuus_M_contig2.5654.1	nbisL1-mrna-536	45.142044	52.272754	71.761617	50.849126	69.579936	56.343401
mRNA_S-promiscuus_M_contig2.5653.1	nbisL1-mrna-537	16.54273	13.445096	38.041749	15.762751	41.938006	43.134052
mRNA_S-promiscuus_M_contig2.5652.1	nbisL1-mrna-538	56.927591	67.862834	91.957682	64.093362	78.314299	73.831472
mRNA_S-promiscuus_M_contig2.5651.1	nbisL1-mrna-539	46.330831	37.58978	53.23848	34.016286	61.370638	68.103523
mRNA_S-promiscuus_M_contig2.5650.1	nbisL1-mrna-540	0.501521	0.507276	0.391526	0.244751	0.55275	0.657929
mRNA_S-promiscuus_M_contig2.5649.1	nbisL1-mrna-541	14.664428	15.420793	26.742127	18.910375	26.848375	27.045091
mRNA_S-promiscuus_M_contig2.5648.1	nbisL1-mrna-542	68.290478	63.909129	66.48957	61.859529	70.817522	88.027439
mRNA_S-promiscuus_M_contig2.5647.1	nbisL1-mrna-543	0.030629	0.286934	0	0	0	0
mRNA_S-promiscuus_M_contig2.5646.1	nbisL1-mrna-544	918.517438	1101.565383	1322.470802	1165.013294	1199.708972	1052.230384
mRNA_S-promiscuus_M_contig2.5645.1	nbisL1-mrna-545	25.879963	29.196697	31.221804	28.169014	32.666574	34.379249
mRNA_S-promiscuus_M_contig2.5644.1	nbisL1-mrna-546	16.171048	10.007643	12.613226	12.253369	17.553777	22.79343
mRNA_S-promiscuus_M_contig2.5643.1	nbisL1-mrna-547	78.48308	70.33946	85.206296	69.175623	83.161058	86.777166
mRNA_S-promiscuus_M_contig2.5642.1	nbisL1-mrna-548	13.286519	15.931772	25.421876	17.915471	24.945338	22.990253
mRNA_S-promiscuus_M_contig2.5641.1	nbisL1-mrna-549	9.923338	8.103205	15.076018	7.578858	21.847217	18.510299
mRNA_S-promiscuus_M_contig2.5640.1	nbisL1-mrna-550	4.032759	3.983223	23.811393	4.095927	24.096716	26.087871
mRNA_S-promiscuus_M_contig2.5639.1	nbisL1-mrna-551	3.664649	2.400748	5.168035	2.623404	5.747629	6.229697
mRNA_S-promiscuus_M_contig2.5638.1	nbisL1-mrna-552	16.454308	15.294342	17.409147	14.752927	22.842175	22.35187
mRNA_S-promiscuus_M_contig2.5637.1	nbisL1-mrna-553	48.67335	31.557043	56.326501	44.783091	53.746316	65.236847
mRNA_S-promiscuus_M_contig2.5636.1	nbisL1-mrna-554	69.026624	81.396016	72.102217	69.926619	75.383513	67.091165
mRNA_S-promiscuus_M_contig2.5635.1	nbisL1-mrna-555	19.681398	20.284344	81.496145	22.214184	67.394008	72.744709
mRNA_S-promiscuus_M_contig2.5634.1	nbisL1-mrna-556	40.867832	48.204508	83.919021	52.920796	67.604274	54.89742
mRNA_S-promiscuus_M_contig2.5633.1	nbisL1-mrna-557	30.181427	26.06089	48.210922	27.935829	53.261846	59.741171
mRNA_S-promiscuus_M_contig2.5632.1	nbisL1-mrna-558	39.334532	38.004299	64.261067	34.586582	58.596013	60.809117
mRNA_S-promiscuus_M_contig2.5631.1	nbisL1-mrna-559	3.380042	5.001929	4.048517	0.868584	0.953991	4.000901
mRNA_S-promiscuus_M_contig2.5630.1	nbisL1-mrna-560	3.0006	3.425866	2.902865	0.396545	0.560115	6.407698
mRNA_S-promiscuus_M_contig2.5629.1	nbisL1-mrna-561	14.519981	14.39386	14.9728	14.665565	14.878953	15.761566
mRNA_S-promiscuus_M_contig2.5628.1	nbisL1-mrna-562	4.55811	6.290514	9.691441	3.739059	10.933288	9.211297
mRNA_S-promiscuus_M_contig2.5627.1	nbisL1-mrna-563	32.931343	26.747995	17.24989	23.982268	20.253826	19.459004
mRNA_S-promiscuus_M_contig2.5626.1	nbisL1-mrna-564	12.597441	17.155649	10.938121	14.909774	15.871639	20.623467
mRNA_S-promiscuus_M_contig2.5625.1	nbisL1-mrna-565	21.585642	18.287668	23.536178	19.519013	23.241357	26.696798
mRNA_S-promiscuus_M_contig2.5624.1	nbisL1-mrna-566	0.912953	1.236734	1.907035	0.520647	0.367587	2.326201
mRNA_S-promiscuus_M_contig2.5623.1	nbisL1-mrna-567	4.392599	5.373289	0.215625	5.943426	0	0
mRNA_S-promiscuus_M_contig2.5622.1	nbisL1-mrna-568	22.457391	28.368135	1.296018	10.725395	1.837248	2.8851
mRNA_S-promiscuus_M_contig2.5621.1	nbisL1-mrna-569	33.928038	30.906389	40.161487	31.044748	45.799073	51.786755
mRNA_S-promiscuus_M_contig2.5620.1	nbisL1-mrna-570	3.512163	3.731006	2.743831	0.863466	1.874866	5.649624
mRNA_S-promiscuus_M_contig2.5619.1	nbisL1-mrna-571	3.449916	4.354654	1.316632	0.935712	1.125115	4.075361
mRNA_S-promiscuus_M_contig2.5618.1	nbisL1-mrna-572	13.644885	12.605646	14.801232	12.341039	18.896757	17.542072
mRNA_S-promiscuus_M_contig2.5617.1	nbisL1-mrna-573	51.704173	58.576459	57.588506	55.820942	50.197155	50.430715
mRNA_S-promiscuus_M_contig2.5616.1	nbisL1-mrna-574	0.104439	0.978634	0	0	0	0
mRNA_S-promiscuus_M_contig2.5615.1	nbisL1-mrna-575	7.436588	7.216021	7.966255	8.023663	7.967137	9.6667
mRNA_S-promiscuus_M_contig2.5614.1	nbisL1-mrna-576	26.306901	28.770228	46.629936	25.536828	48.712454	47.598856
mRNA_S-promiscuus_M_contig2.5613.1	nbisL1-mrna-577	42.687698	38.765737	36.784459	30.568557	48.28209	49.247148
mRNA_S-promiscuus_M_contig2.5612.1	nbisL1-mrna-578	152.960967	164.229904	154.428171	150.171333	165.791638	138.487673
mRNA_S-promiscuus_M_contig2.5610.1	nbisL1-mrna-579	11.600875	15.979911	20.486905	9.862217	14.517609	15.397937
mRNA_S-promiscuus_M_contig2.5611.1	nbisL1-mrna-580	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig2.5609.1	nbisL1-mrna-581	337.171052	280.46301	180.040738	270.675424	216.963619	210.155211
mRNA_S-promiscuus_M_contig2.5608.1	nbisL1-mrna-582	4.718063	4.075755	3.839642	4.412929	1.903384	3.774141
mRNA_S-promiscuus_M_contig2.5607.1	nbisL1-mrna-583	67.156062	47.808542	28.17821	37.859233	31.649367	31.531315
mRNA_S-promiscuus_M_contig2.5606.1	nbisL1-mrna-584	30.699469	27.254325	17.175144	29.059529	19.180284	22.888734
mRNA_S-promiscuus_M_contig2.5605.1	nbisL1-mrna-585	88.913262	89.224759	59.014621	87.969617	65.836301	47.333888
mRNA_S-promiscuus_M_contig2.5604.1	nbisL1-mrna-586	71.303811	93.135031	31.14317	86.381517	32.440229	35.458018
mRNA_S-promiscuus_M_contig2.5603.1	nbisL1-mrna-587	1.342555	1.668332	1.666201	0.511362	1.333624	3.053894
mRNA_S-promiscuus_M_contig2.5602.1	nbisL1-mrna-588	97.71435	66.31048	45.302443	80.456468	45.977142	58.151077
mRNA_S-promiscuus_M_contig2.5601.1	nbisL1-mrna-589	0.527759	0.170377	0.26249	0.59164	0.557119	0.659347
mRNA_S-promiscuus_M_contig2.5600.1	nbisL1-mrna-590	12.078932	13.090568	21.897873	16.055031	20.191588	15.925522
mRNA_S-promiscuus_M_contig2.5599.1	nbisL1-mrna-591	300.50647	368.3321	458.928618	377.938158	440.016799	358.126652
mRNA_S-promiscuus_M_contig2.5598.1	nbisL1-mrna-592	7.551655	4.961752	7.427817	4.72495	8.342736	9.970524
mRNA_S-promiscuus_M_contig2.5597.1	nbisL1-mrna-593	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig2.5596.1	nbisL1-mrna-594	4.746437	5.655454	0.214658	6.494994	0.202049	0.120226
mRNA_S-promiscuus_M_contig2.5595.1	nbisL1-mrna-595	125.428138	85.05375	129.562697	83.526915	124.815716	160.917419
mRNA_S-promiscuus_M_contig2.5594.1	nbisL1-mrna-596	55.208953	48.103862	35.810906	52.644962	34.867966	37.365515
mRNA_S-promiscuus_M_contig2.5593.1	nbisL1-mrna-597	8.896962	8.607034	10.838362	8.033178	10.52615	10.004773
mRNA_S-promiscuus_M_contig2.5592.1	nbisL1-mrna-598	1.020647	1.484541	0.495497	0.325224	0.349754	0.988822
mRNA_S-promiscuus_M_contig2.5591.1	nbisL1-mrna-599	106.337791	107.903977	237.734437	117.255799	237.554051	199.250554
mRNA_S-promiscuus_M_contig2.5590.1	nbisL1-mrna-600	20.582068	14.809615	13.588729	17.778735	14.184934	18.875974
mRNA_S-promiscuus_M_contig2.5589.1	nbisL1-mrna-601	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig2.5588.1	nbisL1-mrna-602	88.18821	57.076091	1.132795	57.935793	1.328027	0.967787
mRNA_S-promiscuus_M_contig2.5587.1	nbisL1-mrna-603	23.805647	23.835273	36.414517	25.47436	33.030039	36.655936
mRNA_S-promiscuus_M_contig2.5586.1	nbisL1-mrna-604	16.616515	14.218084	20.583531	15.33381	21.619029	22.112756
mRNA_S-promiscuus_M_contig2.5585.1	nbisL1-mrna-605	1.150448	0.768888	1.440942	0.254372	1.196912	1.708629
mRNA_S-promiscuus_M_contig2.5584.1	nbisL1-mrna-606	67.742504	58.598452	187.819582	51.73482	161.55601	165.759316
mRNA_S-promiscuus_M_contig2.5583.1	nbisL1-mrna-607	0.32401	0.173228	2.406582	0	1.840386	4.998783
mRNA_S-promiscuus_M_contig2.5582.1	nbisL1-mrna-608	70.708581	69.029967	76.892768	67.240053	76.331956	72.770285
mRNA_S-promiscuus_M_contig2.5581.1	nbisL1-mrna-609	99.366404	110.982733	141.434942	113.181401	129.193446	123.873516
mRNA_S-promiscuus_M_contig2.5580.1	nbisL1-mrna-610	97.23036	111.50431	147.802256	110.617156	140.713986	130.292805
mRNA_S-promiscuus_M_contig2.5579.1	nbisL1-mrna-611	65.252752	51.589159	42.299311	52.620729	47.307991	53.764921
mRNA_S-promiscuus_M_contig2.5578.1	nbisL1-mrna-612	107.847247	118.606204	120.863932	107.813684	126.993279	120.747887
mRNA_S-promiscuus_M_contig2.5577.1	nbisL1-mrna-613	55.823726	33.731933	29.702314	37.241811	28.858885	42.56216
mRNA_S-promiscuus_M_contig2.5576.1	nbisL1-mrna-614	4.7357	4.465681	4.057376	5.285846	5.947436	5.854444
mRNA_S-promiscuus_M_contig2.5575.1	nbisL1-mrna-615	1.600168	1.151912	1.366834	0.205181	0.772498	1.605778
mRNA_S-promiscuus_M_contig2.5574.1	nbisL1-mrna-616	25.434613	19.562256	20.10519	23.238413	21.041463	34.698213
mRNA_S-promiscuus_M_contig2.5573.1	nbisL1-mrna-617	2.143242	2.100791	0.073695	0.442287	0.104052	0.185731
mRNA_S-promiscuus_M_contig2.5572.1	nbisL1-mrna-618	165.684309	169.653105	206.611999	196.047353	189.331286	191.298043
mRNA_S-promiscuus_M_contig2.5571.1	nbisL1-mrna-619	13.762838	13.042039	59.768471	12.445059	56.347869	79.737748
mRNA_S-promiscuus_M_contig2.5570.1	nbisL1-mrna-620	31.992806	23.135663	34.931697	26.922545	33.05282	38.431137
mRNA_S-promiscuus_M_contig2.5569.1	nbisL1-mrna-621	437.412196	466.778897	773.879923	440.05836	876.534823	786.077769
mRNA_S-promiscuus_M_contig2.5568.1	nbisL1-mrna-622	13.71381	15.215056	20.769487	15.863932	22.309803	21.971811
mRNA_S-promiscuus_M_contig2.5567.1	nbisL1-mrna-623	2.329794	1.779372	1.316236	0.515115	1.009822	4.3762
mRNA_S-promiscuus_M_contig2.5566.1	nbisL1-mrna-624	72.276814	78.744658	118.409224	79.062399	101.844472	104.144494
mRNA_S-promiscuus_M_contig2.5565.1	nbisL1-mrna-625	38.537398	42.832515	74.117386	42.333518	58.895631	62.492986
mRNA_S-promiscuus_M_contig2.5564.1	nbisL1-mrna-626	13.821469	16.709799	43.754134	18.481237	33.796794	28.243016
mRNA_S-promiscuus_M_contig2.5563.1	nbisL1-mrna-627	6.969116	9.213653	6.183686	7.225064	8.422405	5.948143
mRNA_S-promiscuus_M_contig2.5562.1	nbisL1-mrna-628	42.315815	37.382729	43.212325	42.774929	34.632003	40.292618
mRNA_S-promiscuus_M_contig2.5561.1	nbisL1-mrna-629	9.886436	8.477437	19.232104	9.036632	20.671208	18.664039
mRNA_S-promiscuus_M_contig2.5560.1	nbisL1-mrna-630	0.926402	0.559469	1.940258	0.161912	2.439044	3.632697
mRNA_S-promiscuus_M_contig2.5559.1	nbisL1-mrna-631	57.077706	51.406114	62.156426	50.206055	56.887447	70.572405
mRNA_S-promiscuus_M_contig2.5558.1	nbisL1-mrna-632	807.328471	963.563555	1200.9106	965.090572	1154.840746	956.445102
mRNA_S-promiscuus_M_contig2.5557.1	nbisL1-mrna-633	5.320863	6.112006	4.274528	1.69838	3.108242	8.125041
mRNA_S-promiscuus_M_contig2.5556.1	nbisL1-mrna-634	3.246988	3.497393	10.784571	4.467712	11.171962	8.882172
mRNA_S-promiscuus_M_contig2.5555.1	nbisL1-mrna-635	46.51432	58.597748	132.149926	47.222663	122.668795	110.654939
mRNA_S-promiscuus_M_contig2.5554.1	nbisL1-mrna-636	70.096147	59.601457	13.76352	56.786169	17.922226	19.310662
mRNA_S-promiscuus_M_contig2.5553.1	nbisL1-mrna-637	104.486869	119.769823	47.515592	115.136237	49.156271	50.486715
mRNA_S-promiscuus_M_contig2.5552.1	nbisL1-mrna-638	55.120103	59.722698	85.815584	58.361498	78.55532	68.057867
mRNA_S-promiscuus_M_contig2.5551.1	nbisL1-mrna-639	15.185158	12.027026	22.565458	16.504173	22.652606	17.597059
mRNA_S-promiscuus_M_contig2.5550.1	nbisL1-mrna-640	758.675377	808.877722	517.79289	945.297725	443.057753	425.921988
mRNA_S-promiscuus_M_contig2.5549.1	nbisL1-mrna-641	27.828262	24.797753	20.343024	23.525842	22.71573	26.630458
mRNA_S-promiscuus_M_contig2.5548.1	nbisL1-mrna-642	1.833452	3.202375	2.686214	1.010584	1.269548	3.362825
mRNA_S-promiscuus_M_contig2.5547.1	nbisL1-mrna-643	2.222442	0	7.186526	2.760432	9.876126	6.074631
mRNA_S-promiscuus_M_contig2.5546.1	nbisL1-mrna-644	2.943542	5.927245	0	0	7.030464	0
mRNA_S-promiscuus_M_contig2.5545.1	nbisL1-mrna-645	4.360871	2.989238	8.452092	0	6.206712	11.171654
mRNA_S-promiscuus_M_contig2.5541.1	nbisL1-mrna-646	2.251042	0	12.236601	6.481616	7.513433	7.304667
mRNA_S-promiscuus_M_contig2.5544.1	nbisL1-mrna-647	2.908844	5.713655	36.209914	6.366603	46.472732	36.12712
mRNA_S-promiscuus_M_contig2.5543.1	nbisL1-mrna-648	8.973314	5.436688	0	4.681826	0	0
mRNA_S-promiscuus_M_contig2.5538.1	nbisL1-mrna-649	31.133205	17.145776	34.185315	29.235933	51.165434	29.614842
mRNA_S-promiscuus_M_contig2.5539.1	nbisL1-mrna-650	4.810434	8.284686	17.753675	4.873873	12.164807	26.671008
mRNA_S-promiscuus_M_contig2.5537.1	nbisL1-mrna-651	0	0	0	0	0	0
mRNA_S-promiscuus_M_contig2.5540.1	nbisL1-mrna-652	16.417033	14.903003	1.737084	23.746977	1.211827	12.929935
mRNA_S-promiscuus_M_contig2.5534.1	nbisL1-mrna-653	0.835449	0.757249	0.388407	1.461684	0.550344	0
mRNA_S-promiscuus_M_contig2.5533.1	nbisL1-mrna-654	15.51468	17.479807	20.431271	17.718159	16.799207	15.748169
mRNA_S-promiscuus_M_contig2.5532.1	nbisL1-mrna-655	0.607864	0.821579	0.87772	0.439057	0.137734	1.228418
mRNA_S-promiscuus_M_contig2.5531.1	nbisL1-mrna-656	0	0	0	0	0	2.104846
mRNA_S-promiscuus_M_contig2.5530.1	nbisL1-mrna-657	34.947571	33.581581	24.972892	32.168336	21.551493	20.597659
mRNA_S-promiscuus_M_contig2.5528.1	nbisL1-mrna-658	120.712521	115.728669	156.322894	115.197176	181.110032	160.023433
mRNA_S-promiscuus_M_contig2.5529.1	nbisL1-mrna-659	0.31252	0	0	0	0.638724	0.746696
mRNA_S-promiscuus_M_contig2.5527.1	nbisL1-mrna-660	13.817679	13.415408	23.076627	12.398311	23.470342	25.51978
mRNA_S-promiscuus_M_contig2.5526.1	nbisL1-mrna-661	1.094021	0.880798	1.528011	0.254929	0.959908	1.281489
mRNA_S-promiscuus_M_contig2.5525.1	nbisL1-mrna-662	3.209534	2.786455	7.931105	3.441487	6.275189	8.104633
mRNA_S-promiscuus_M_contig2.5524.1	nbisL1-mrna-663	48.303965	35.878262	36.37708	36.213722	42.748473	50.346037
mRNA_S-promiscuus_M_contig2.5523.1	nbisL1-mrna-664	41.951734	43.536982	40.724915	38.04603	35.515157	46.083315
mRNA_S-promiscuus_M_contig2.5522.1	nbisL1-mrna-665	23.501408	24.586131	31.167391	22.668935	31.95683	27.426645
mRNA_S-promiscuus_M_contig2.5521.1	nbisL1-mrna-666	21.970098	28.847973	35.78954	16.573424	26.947609	37.030053
mRNA_S-promiscuus_M_contig2.5520.1	nbisL1-mrna-667	271.736267	317.947168	96.473977	301.280255	129.458353	152.890364
mRNA_S-promiscuus_M_contig2.5518.1	nbisL1-mrna-668	13.362922	11.958298	13.613224	14.073524	14.542351	12.170636
mRNA_S-promiscuus_M_contig2.5519.1	nbisL1-mrna-669	2.667614	2.496087	3.476168	2.467237	3.648733	2.840339
mRNA_S-promiscuus_M_contig2.5517.1	nbisL1-mrna-670	4.716528	7.311007	8.171899	1.922489	5.434062	5.96119
mRNA_S-promiscuus_M_contig2.5516.1	nbisL1-mrna-671	12.374651	10.938245	19.846485	11.862374	19.8264	21.304666
mRNA_S-promiscuus_M_contig2.5515.1	nbisL1-mrna-672	61.487189	57.479165	151.161608	64.383885	158.593731	160.127084
mRNA_S-promiscuus_M_contig2.5514.1	nbisL1-mrna-673	26.01909	29.572854	60.233682	33.200887	68.027113	47.201392
mRNA_S-promiscuus_M_contig2.5513.1	nbisL1-mrna-674	15.246165	17.570026	24.255365	12.902135	22.150019	17.280974
mRNA_S-promiscuus_M_contig2.5512.1	nbisL1-mrna-675	18.890034	18.622545	23.287443	20.113359	26.111665	21.58418
mRNA_S-promiscuus_M_contig2.5511.1	nbisL1-mrna-676	43.719778	34.965786	51.036459	43.814158	44.244771	46.451479
mRNA_S-promiscuus_M_contig2.5510.1	nbisL1-mrna-677	62.755857	58.145736	9.482611	40.393074	8.146822	14.949204
mRNA_S-promiscuus_M_contig2.5508.1	nbisL1-mrna-678	7.253609	8.580809	12.499709	8.058057	13.507266	18.7537
mRNA_S-promiscuus_M_contig2.5509.1	nbisL1-mrna-679	0	1.823291	0	1.05105	0	0
mRNA_S-promiscuus_M_contig2.5507.1	nbisL1-mrna-680	142.780065	127.842624	199.328585	133.928384	193.123365	207.597191
mRNA_S-promiscuus_M_contig2.5506.1	nbisL1-mrna-681	248.662419	240.000329	138.031352	230.080991	141.183237	123.88909
mRNA_S-promiscuus_M_contig2.5505.1	nbisL1-mrna-682	46.034218	54.745613	47.215234	60.352805	51.448164	46.140411
mRNA_S-promiscuus_M_contig2.5504.1	nbisL1-mrna-683	37.161937	28.223035	41.831666	28.844355	49.891849	54.256348
mRNA_S-promiscuus_M_contig2.5503.1	nbisL1-mrna-684	1.345941	1.668264	1.415473	0.965767	2.090687	3.995891
mRNA_S-promiscuus_M_contig2.5502.1	nbisL1-mrna-685	2.065257	1.536274	1.459639	0.376327	0.740397	3.642151
mRNA_S-promiscuus_M_contig2.5501.1	nbisL1-mrna-686	93.177879	63.574396	133.319902	66.209083	120.979244	130.527541
mRNA_S-promiscuus_M_contig2.5500.1	nbisL1-mrna-687	0.47544	0.767371	0.709525	0.710626	0.334551	1.386831
mRNA_S-promiscuus_M_contig2.5499.1	nbisL1-mrna-688	3.900211	4.205117	4.852267	2.737191	7.449546	7.767418
mRNA_S-promiscuus_M_contig2.5498.1	nbisL1-mrna-689	2.776687	1.572449	3.336604	2.768553	4.264441	6.355836
mRNA_S-promiscuus_M_contig2.5497.1	nbisL1-mrna-690	140.58063	150.581908	184.181045	159.880355	185.631064	165.264711
mRNA_S-promiscuus_M_contig2.5496.1	nbisL1-mrna-691	1.754408	0.612063	1.872497	1.414635	0	0
mRNA_S-promiscuus_M_contig2.5495.1	nbisL1-mrna-692	146.302957	91.30578	76.75433	79.464837	196.640542	168.58673
mRNA_S-promiscuus_M_contig2.5494.1	nbisL1-mrna-693	32.684319	32.274242	86.126897	36.48269	101.658792	107.559418
mRNA_S-promiscuus_M_contig2.5493.1	nbisL1-mrna-694	5.747563	5.694255	3.37311	4.728585	5.452816	3.578463
mRNA_S-promiscuus_M_contig2.5492.1	nbisL1-mrna-695	0	0	0	0.261482	0	0
mRNA_S-promiscuus_M_contig2.5491.1	nbisL1-mrna-696	23.001766	22.990365	30.354694	23.394092	32.409884	33.763757
mRNA_S-promiscuus_M_contig2.5490.1	nbisL1-mrna-697	8.096736	7.862173	16.142806	8.576764	16.285179	16.249155
mRNA_S-promiscuus_M_contig2.5489.1	nbisL1-mrna-698	14.015677	9.837961	19.659908	11.386228	18.253579	23.722128
mRNA_S-promiscuus_M_contig2.5488.1	nbisL1-mrna-699	20.949884	16.17336	21.824271	17.228314	27.341616	35.96102
mRNA_S-promiscuus_M_contig2.5487.1	nbisL1-mrna-700	13.286691	13.974447	19.816387	16.015246	24.521333	26.352973
mRNA_S-promiscuus_M_contig2.5486.1	nbisL1-mrna-701	9.962119	9.456174	18.423914	7.297918	15.602151	22.230577
mRNA_S-promiscuus_M_contig2.5485.1	nbisL1-mrna-702	51.743707	55.609304	56.505929	54.716916	55.43516	60.087326
mRNA_S-promiscuus_M_contig2.5484.1	nbisL1-mrna-703	23.689111	17.784088	10.562777	18.539856	13.319017	13.622426
mRNA_S-promiscuus_M_contig2.5483.1	nbisL1-mrna-704	0.194702	0	2.816192	0	0.989735	2.328524
mRNA_S-promiscuus_M_contig2.5482.1	nbisL1-mrna-705	0.335092	0.261379	2.216128	0.302584	2.421384	1.519817
mRNA_S-promiscuus_M_contig2.5481.1	nbisL1-mrna-706	11.580818	9.611071	20.03518	11.428437	22.268478	23.987304
mRNA_S-promiscuus_M_contig2.5479.1	nbisL1-mrna-707	1.890472	1.314741	2.471553	1.456318	3.425592	3.908503
mRNA_S-promiscuus_M_contig2.5480.1	nbisL1-mrna-708	0	0	0	0	0	0
