tx	gene_id	Desmarestia_herbacea_female_SxS46_RNAseq_DesmaF1_rep1	Desmarestia_herbacea_female_SxS46_RNAseq_DesmaF3_rep3	Desmarestia_herbacea_female_SxS46_RNAseq_DesmaF4_rep4	Desmarestia_herbacea_male_SxS47_RNAseq_DesmaM2_rep2	Desmarestia_herbacea_male_SxS47_RNAseq_DesmaM3_rep3	Desmarestia_herbacea_male_SxS47_RNAseq_DesmaM4_rep4
mRNA_D-herbacea_M_contig158.3205.1	nbisL1-mrna-12358	53.829308	68.98512	43.935392	55.00943	63.071714	57.0991
mRNA_D-herbacea_M_contig158.3204.1	nbisL1-mrna-12359	40.507804	57.784986	48.316931	45.35219	42.878264	47.786005
mRNA_D-herbacea_M_contig158.3203.1	nbisL1-mrna-12360	24.595695	29.956227	27.088893	26.290711	30.637151	25.453368
mRNA_D-herbacea_M_contig158.3202.1	nbisL1-mrna-12361	1610.255821	1528.402478	947.680922	3025.580043	2937.409417	2892.902286
mRNA_D-herbacea_M_contig158.3201.1	nbisL1-mrna-12362	60.390911	79.845777	68.201139	31.270149	29.862565	28.241449
mRNA_D-herbacea_M_contig158.3200.1	nbisL1-mrna-12363	18.188994	19.291006	22.646285	19.617825	17.203234	18.291207
mRNA_D-herbacea_M_contig158.3199.1	nbisL1-mrna-12364	4.86323	1.953772	5.680241	6.349545	6.555729	4.291828
mRNA_D-herbacea_M_contig158.3198.1	nbisL1-mrna-12365	3.374286	3.461475	2.865651	2.689192	5.022585	4.975294
mRNA_D-herbacea_M_contig158.3197.1	nbisL1-mrna-12366	1.840583	2.53151	2.548294	2.560973	3.799557	2.600024
mRNA_D-herbacea_M_contig158.3196.1	nbisL1-mrna-12367	0.816141	2.173932	0.898386	2.364124	1.548603	2.472033
mRNA_D-herbacea_M_contig158.3195.1	nbisL1-mrna-12368	284.508035	555.221025	450.116486	219.586807	263.696746	195.178024
mRNA_D-herbacea_M_contig158.3194.1	nbisL1-mrna-12369	267.924089	366.648012	335.87104	165.530871	152.089758	130.076551
mRNA_D-herbacea_M_contig158.3193.1	nbisL1-mrna-12370	24.105797	25.49456	22.394661	38.50396	36.177284	33.452351
mRNA_D-herbacea_M_contig158.3192.1	nbisL1-mrna-12371	11.61963	20.2738	13.204967	8.538648	9.955051	7.358654
mRNA_D-herbacea_M_contig158.3191.1	nbisL1-mrna-12372	37.11066	41.887793	32.908982	88.272828	86.285164	84.318114
mRNA_D-herbacea_M_contig158.3190.1	nbisL1-mrna-12373	24.468535	20.700552	34.85824	33.484207	30.542036	36.337347
mRNA_D-herbacea_M_contig279.7558.1	nbisL1-mrna-12374	10.008056	13.224498	9.149405	35.283203	47.676412	34.558476
mRNA_D-herbacea_M_contig279.7557.1	nbisL1-mrna-12375	6.153021	12.200225	10.27295	0	0.038325	0
mRNA_D-herbacea_M_contig279.7556.1	nbisL1-mrna-12376	3.506858	4.325815	7.080138	0.101504	0.037241	0.090376
mRNA_D-herbacea_M_contig279.7555.1	nbisL1-mrna-12377	26.413208	30.728885	25.460208	40.122911	37.530866	35.720306
mRNA_D-herbacea_M_contig279.7554.1	nbisL1-mrna-12378	93.043931	126.454983	99.395587	44.095744	46.384306	37.794504
mRNA_D-herbacea_M_contig279.7553.1	nbisL1-mrna-12379	12.032151	14.402105	13.881846	12.517724	13.916458	12.200936
mRNA_D-herbacea_M_contig279.7552.1	nbisL1-mrna-12380	0	0	0	0.159933	0.722448	0.43588
mRNA_D-herbacea_M_contig13.1898.1	nbisL1-mrna-12381	6.371802	7.049052	9.744829	11.173538	9.793539	8.920535
mRNA_D-herbacea_M_contig13.1897.1	nbisL1-mrna-12382	14.194142	11.802891	14.864836	18.851476	16.698676	21.01416
mRNA_D-herbacea_M_contig699.14097.1	nbisL1-mrna-12383	19.332527	26.179051	26.482094	16.958592	17.411291	17.258135
mRNA_D-herbacea_M_contig699.14096.1	nbisL1-mrna-12384	16.152953	25.344218	20.297119	19.525095	23.044601	15.848825
mRNA_D-herbacea_M_contig699.14095.1	nbisL1-mrna-12385	11.504489	13.715407	13.267594	10.515541	11.707606	9.9602
mRNA_D-herbacea_M_contig257.6877.1	nbisL1-mrna-12386	21.944495	50.667815	34.402114	23.901637	0	30.396815
mRNA_D-herbacea_M_contig257.6876.1	nbisL1-mrna-12387	2.644332	4.815054	5.546375	5.919912	6.030043	4.29461
mRNA_D-herbacea_M_contig257.6875.1	nbisL1-mrna-12388	119.491924	114.170388	129.112322	116.992267	116.178139	116.074047
mRNA_D-herbacea_M_contig257.6874.1	nbisL1-mrna-12389	3.644907	6.287694	3.711894	1.115967	2.863902	1.273171
mRNA_D-herbacea_M_contig257.6873.1	nbisL1-mrna-12390	5.209783	7.265912	6.551097	1.539014	1.407715	0.562502
mRNA_D-herbacea_M_contig257.6872.1	nbisL1-mrna-12391	57.961522	59.818	64.819515	24.467919	32.230388	31.981728
mRNA_D-herbacea_M_contig257.6871.1	nbisL1-mrna-12392	15.439541	11.405506	9.23121	7.525058	15.826608	6.650845
mRNA_D-herbacea_M_contig257.6870.1	nbisL1-mrna-12393	16.555354	19.026357	13.393148	11.248256	18.856184	15.087311
mRNA_D-herbacea_M_contig257.6869.1	nbisL1-mrna-12394	10.509742	9.077631	12.573961	11.236144	9.042945	6.213278
mRNA_D-herbacea_M_contig257.6868.1	nbisL1-mrna-12395	14.356296	20.319324	23.17503	21.898809	23.3748	21.657617
mRNA_D-herbacea_M_contig257.6867.1	nbisL1-mrna-12396	0	0	0.914906	0	0.788975	0
mRNA_D-herbacea_M_contig257.6863.1	nbisL1-mrna-12397	0	3.126806	0	2.915614	0	0
mRNA_D-herbacea_M_contig257.6866.1	nbisL1-mrna-12398	16.19315	18.552329	16.738102	8.62974	7.456417	8.619648
mRNA_D-herbacea_M_contig257.6865.1	nbisL1-mrna-12399	12.331523	19.234147	15.389327	15.451492	18.241369	17.175449
mRNA_D-herbacea_M_contig257.6864.1	nbisL1-mrna-12400	43.729037	46.091497	37.641248	39.964327	42.629324	42.169012
mRNA_D-herbacea_M_contig257.6862.1	nbisL1-mrna-12401	0	0	0	0	0	0
mRNA_D-herbacea_M_contig257.6861.1	nbisL1-mrna-12402	34.061543	46.224119	53.442153	18.813945	18.492129	16.967163
mRNA_D-herbacea_M_contig257.6860.1	nbisL1-mrna-12403	16.376944	16.675257	21.806744	27.136081	27.754257	28.163694
mRNA_D-herbacea_M_contig257.6859.1	nbisL1-mrna-12404	4.24793	5.079025	2.405774	4.053856	3.193708	5.043943
mRNA_D-herbacea_M_contig257.6858.1	nbisL1-mrna-12405	4.665115	5.733973	5.77583	4.172141	3.706214	5.100152
mRNA_D-herbacea_M_contig257.6857.1	nbisL1-mrna-12406	0.421773	0.747293	1.23558	2.435456	2.55686	2.529957
mRNA_D-herbacea_M_contig770.14756.1	nbisL1-mrna-12407	0.076833	0.170129	0	0	0	0.143892
mRNA_D-herbacea_M_contig643.13711.1	nbisL1-mrna-12408	0	0.377616	0.847937	0	0	0
mRNA_D-herbacea_M_contig271.7394.1	nbisL1-mrna-12409	0	0	0	0	0	0
mRNA_D-herbacea_M_contig271.7395.1	nbisL1-mrna-12410	38.03612	47.846793	50.671021	19.167087	21.744959	25.050845
mRNA_D-herbacea_M_contig271.7396.1	nbisL1-mrna-12411	263.955938	258.753702	161.343192	647.593183	629.78821	594.853917
mRNA_D-herbacea_M_contig271.7397.1	nbisL1-mrna-12412	18.765207	24.839442	26.79682	28.260849	27.129525	34.208079
mRNA_D-herbacea_M_contig271.7398.1	nbisL1-mrna-12413	12.121139	16.942216	15.918641	22.818785	22.456248	19.397632
mRNA_D-herbacea_M_contig271.7399.1	nbisL1-mrna-12414	24.446564	24.710818	31.764246	44.698793	46.045401	42.332687
mRNA_D-herbacea_M_contig271.7400.1	nbisL1-mrna-12415	0	0	0	0	0	0.768138
mRNA_D-herbacea_M_contig271.7401.1	nbisL1-mrna-12416	0	0.734263	0	0	0	0
mRNA_D-herbacea_M_contig271.7402.1	nbisL1-mrna-12417	27.149558	22.689612	21.95235	51.955564	50.123109	45.799196
mRNA_D-herbacea_M_contig595.13169.1	nbisL1-mrna-12418	46.055529	47.998562	53.42485	29.085742	26.278023	24.626934
mRNA_D-herbacea_M_contig595.13168.1	nbisL1-mrna-12419	69.993597	76.280426	77.369791	51.380975	50.486458	48.642436
mRNA_D-herbacea_M_contig595.13167.1	nbisL1-mrna-12420	36.502445	39.092748	44.257932	22.819341	23.649858	21.63721
mRNA_D-herbacea_M_contig623.13542.1	nbisL1-mrna-12421	1.433634	1.767786	1.753238	0.329545	0	0
mRNA_D-herbacea_M_contig623.13541.1	nbisL1-mrna-12422	0.049006	0	0	0	0	0
mRNA_D-herbacea_M_contig261.7070.1	nbisL1-mrna-12423	0.44244	0.260894	0.269691	0.182061	0.203932	0.164771
mRNA_D-herbacea_M_contig261.7069.1	nbisL1-mrna-12424	16.280456	18.991867	20.1677	8.835671	8.403793	8.054929
mRNA_D-herbacea_M_contig261.7068.1	nbisL1-mrna-12425	62.425351	64.430438	74.058647	66.67394	62.024204	63.475135
mRNA_D-herbacea_M_contig261.7067.1	nbisL1-mrna-12426	5.963624	6.15117	5.859571	3.320798	3.081372	3.163019
mRNA_D-herbacea_M_contig261.7066.1	nbisL1-mrna-12427	0	0	0	0	0	0
mRNA_D-herbacea_M_contig261.7065.1	nbisL1-mrna-12428	35.354358	38.245274	31.700337	20.229652	19.500094	17.86846
mRNA_D-herbacea_M_contig261.7064.1	nbisL1-mrna-12429	16.967159	22.911265	21.38299	12.245544	10.206668	9.187501
mRNA_D-herbacea_M_contig261.7063.1	nbisL1-mrna-12430	116.819471	130.497552	139.564827	107.755262	102.507318	104.698551
mRNA_D-herbacea_M_contig261.7062.1	nbisL1-mrna-12431	70.303688	73.681796	67.364841	35.935323	35.164209	28.636202
mRNA_D-herbacea_M_contig261.7061.1	nbisL1-mrna-12432	37.75864	80.180259	53.483499	8.60284	10.853177	7.637615
mRNA_D-herbacea_M_contig261.7060.1	nbisL1-mrna-12433	91.493819	134.434157	121.294816	50.021722	53.78528	47.780808
mRNA_D-herbacea_M_contig261.7059.1	nbisL1-mrna-12434	1.534475	0.944041	0.624351	0.879058	0.397608	0.159816
mRNA_D-herbacea_M_contig261.7058.1	nbisL1-mrna-12435	20.804542	23.73069	22.607166	21.488699	20.404045	23.521064
mRNA_D-herbacea_M_contig261.7057.1	nbisL1-mrna-12436	23.297608	21.846128	34.475788	31.269375	25.326559	25.226174
mRNA_D-herbacea_M_contig261.7056.1	nbisL1-mrna-12437	21.951253	22.714594	24.129012	15.664183	16.826021	16.58868
mRNA_D-herbacea_M_contig261.7055.1	nbisL1-mrna-12438	29.705087	32.77385	36.217255	22.209649	19.183133	21.643093
mRNA_D-herbacea_M_contig261.7054.1	nbisL1-mrna-12439	8.518396	11.646172	13.104291	7.152071	10.307464	7.802813
mRNA_D-herbacea_M_contig261.7053.1	nbisL1-mrna-12440	7.264456	9.589484	9.270251	8.652414	13.4684	11.967429
mRNA_D-herbacea_M_contig261.7052.1	nbisL1-mrna-12441	16.088999	16.263737	19.088755	18.389411	19.72044	17.09829
mRNA_D-herbacea_M_contig261.7051.1	nbisL1-mrna-12442	52.013317	54.834989	65.744862	61.779698	53.664198	62.196493
mRNA_D-herbacea_M_contig261.7050.1	nbisL1-mrna-12443	9.765072	7.450865	13.972104	9.475855	10.13555	8.611532
mRNA_D-herbacea_M_contig261.7049.1	nbisL1-mrna-12444	7.421024	10.836835	10.227894	8.557722	9.961669	8.772987
mRNA_D-herbacea_M_contig261.7048.1	nbisL1-mrna-12445	1.271332	0.603465	0.332578	5.057729	4.452486	3.407114
mRNA_D-herbacea_M_contig261.7047.1	nbisL1-mrna-12446	1.011535	0.66291	0.479661	3.392789	3.718985	3.351816
mRNA_D-herbacea_M_contig8.15017.1	nbisL1-mrna-12447	58.867549	53.969871	50.984945	114.673382	106.158469	121.071416
mRNA_D-herbacea_M_contig8.15016.1	nbisL1-mrna-12448	0	0.672708	0	0	0	0
mRNA_D-herbacea_M_contig8.15015.1	nbisL1-mrna-12449	1.816593	0	3.52694	0	0.663819	0
mRNA_D-herbacea_M_contig8.15014.1	nbisL1-mrna-12450	55.351858	63.135056	61.284103	60.195437	53.22523	49.10039
mRNA_D-herbacea_M_contig8.15013.1	nbisL1-mrna-12451	45.636749	43.409871	43.326441	57.771325	53.145645	59.043545
mRNA_D-herbacea_M_contig8.15012.1	nbisL1-mrna-12452	36.790568	41.302497	37.991319	38.513816	41.817343	37.232704
mRNA_D-herbacea_M_contig8.15011.1	nbisL1-mrna-12453	9.927711	10.762295	12.400653	3.538335	2.468999	3.203041
mRNA_D-herbacea_M_contig8.15010.1	nbisL1-mrna-12454	90.393281	109.480662	106.479584	73.58277	78.171455	73.201306
mRNA_D-herbacea_M_contig8.15009.1	nbisL1-mrna-12455	50.454695	80.609038	65.045385	43.598338	56.396325	44.900973
mRNA_D-herbacea_M_contig8.15008.1	nbisL1-mrna-12456	11.741982	19.737123	14.466347	20.827664	13.540661	21.288388
mRNA_D-herbacea_M_contig8.15007.1	nbisL1-mrna-12457	20.476656	24.884492	23.791444	21.458927	20.360973	21.615143
mRNA_D-herbacea_M_contig8.15006.1	nbisL1-mrna-12458	38.692237	42.891661	43.741202	7.955275	6.592923	4.901831
mRNA_D-herbacea_M_contig8.15005.1	nbisL1-mrna-12459	1.36406	2.357405	2.495183	3.685649	2.364322	3.259564
mRNA_D-herbacea_M_contig8.15004.1	nbisL1-mrna-12460	4.686348	10.415628	10.243946	8.490727	12.111865	9.57882
mRNA_D-herbacea_M_contig8.15003.1	nbisL1-mrna-12461	6.389015	9.765714	6.659411	9.096589	9.297328	7.663998
mRNA_D-herbacea_M_contig8.15002.1	nbisL1-mrna-12462	0.661979	4.409069	0.609188	0	0.809193	0
mRNA_D-herbacea_M_contig8.15001.1	nbisL1-mrna-12463	4.713863	4.490022	5.896271	6.637985	4.705506	5.01821
mRNA_D-herbacea_M_contig8.15000.1	nbisL1-mrna-12464	3.134328	4.208355	0.695768	4.703026	2.663492	2.67404
mRNA_D-herbacea_M_contig8.14999.1	nbisL1-mrna-12465	11.26266	15.067678	13.860133	5.97015	4.954068	6.318602
mRNA_D-herbacea_M_contig8.14998.1	nbisL1-mrna-12466	5.576078	8.202254	6.818447	4.758469	5.750283	3.611571
mRNA_D-herbacea_M_contig8.14997.1	nbisL1-mrna-12467	0.480877	0	0	0	0	0
mRNA_D-herbacea_M_contig8.14996.1	nbisL1-mrna-12468	27.609263	29.186546	28.127349	8.522264	7.264046	4.966841
mRNA_D-herbacea_M_contig8.14995.1	nbisL1-mrna-12469	60.363955	66.732856	60.26269	42.971794	41.306422	38.59969
mRNA_D-herbacea_M_contig8.14994.1	nbisL1-mrna-12470	27.518239	25.434005	24.133914	34.825084	35.261761	31.315116
mRNA_D-herbacea_M_contig8.14993.1	nbisL1-mrna-12471	330.298419	342.420519	407.463649	264.044479	258.335495	272.298293
mRNA_D-herbacea_M_contig8.14992.1	nbisL1-mrna-12472	75.445318	77.548525	74.186367	91.181391	82.07439	95.756726
mRNA_D-herbacea_M_contig8.14991.1	nbisL1-mrna-12473	19.548578	35.347778	29.898884	13.102102	16.516319	12.385483
mRNA_D-herbacea_M_contig8.14990.1	nbisL1-mrna-12474	90.603458	89.268545	78.508076	73.818536	67.835967	61.810729
mRNA_D-herbacea_M_contig8.14989.1	nbisL1-mrna-12475	14.86563	20.900673	19.956871	10.920142	13.993353	11.160199
mRNA_D-herbacea_M_contig8.14988.1	nbisL1-mrna-12476	159.623925	163.862107	178.234039	177.353328	149.69873	148.100945
mRNA_D-herbacea_M_contig8.14987.1	nbisL1-mrna-12477	245.375494	242.193068	242.101616	370.221919	405.935741	425.05454
mRNA_D-herbacea_M_contig8.14986.1	nbisL1-mrna-12478	141.985391	157.336727	154.107958	127.740593	123.993667	138.754807
mRNA_D-herbacea_M_contig8.14985.1	nbisL1-mrna-12479	19.510624	22.937657	19.231677	13.893028	11.71965	11.930841
mRNA_D-herbacea_M_contig8.14984.1	nbisL1-mrna-12480	37.864039	42.783678	40.743171	22.036099	22.708893	22.024874
mRNA_D-herbacea_M_contig8.14983.1	nbisL1-mrna-12481	0.063662	0.0469	0.019395	0	0.07307	0.019713
mRNA_D-herbacea_M_contig8.14982.1	nbisL1-mrna-12482	67.000244	60.509831	65.08739	90.10149	99.416298	92.610066
mRNA_D-herbacea_M_contig8.14981.1	nbisL1-mrna-12483	9.791894	15.389824	11.676903	10.186875	11.009012	10.159816
mRNA_D-herbacea_M_contig8.14980.1	nbisL1-mrna-12484	30.126286	32.931172	31.995499	53.848238	50.987067	46.016426
mRNA_D-herbacea_M_contig8.14979.1	nbisL1-mrna-12485	3.126768	7.010215	5.642248	5.914899	4.393941	4.649312
mRNA_D-herbacea_M_contig8.14978.1	nbisL1-mrna-12486	0	0	0	0	0	0
mRNA_D-herbacea_M_contig8.14977.1	nbisL1-mrna-12487	9.595153	15.325434	8.831367	11.793636	9.491653	9.235379
mRNA_D-herbacea_M_contig8.14976.1	nbisL1-mrna-12488	0.167357	0	0	0	0	0
mRNA_D-herbacea_M_contig8.14975.1	nbisL1-mrna-12489	0	0	0	0	0	0
mRNA_D-herbacea_M_contig8.14974.1	nbisL1-mrna-12490	27.435661	41.15249	26.65426	30.619958	36.995787	28.5985
mRNA_D-herbacea_M_contig8.14973.1	nbisL1-mrna-12491	21.074637	32.047338	23.638396	13.893964	24.086529	15.802664
mRNA_D-herbacea_M_contig8.14972.1	nbisL1-mrna-12492	47.744479	66.813864	56.86779	38.656357	47.282712	39.167723
mRNA_D-herbacea_M_contig8.14971.1	nbisL1-mrna-12493	42.14563	40.906415	46.310162	52.811623	47.550574	51.691977
mRNA_D-herbacea_M_contig8.14970.1	nbisL1-mrna-12494	33.951909	28.288113	52.712436	48.982111	52.207569	48.841302
mRNA_D-herbacea_M_contig8.14969.1	nbisL1-mrna-12495	44.893021	48.53141	65.611052	55.871819	54.983265	61.994302
mRNA_D-herbacea_M_contig8.14968.1	nbisL1-mrna-12496	14.95915	16.591564	15.963859	11.685304	17.051119	10.711896
mRNA_D-herbacea_M_contig8.14967.1	nbisL1-mrna-12497	28.07786	25.43166	30.712735	28.126014	25.834749	23.937058
mRNA_D-herbacea_M_contig8.14966.1	nbisL1-mrna-12498	10.018564	12.138621	11.282805	8.445923	8.586833	8.513365
mRNA_D-herbacea_M_contig8.14965.1	nbisL1-mrna-12499	29.681296	37.154031	41.850033	31.326848	29.209026	27.625891
mRNA_D-herbacea_M_contig8.14964.1	nbisL1-mrna-12500	111.269006	117.374171	105.141058	194.855586	223.833172	193.029945
mRNA_D-herbacea_M_contig8.14963.1	nbisL1-mrna-12501	62.790958	64.340357	56.989316	79.28572	75.178824	68.92068
mRNA_D-herbacea_M_contig8.14962.1	nbisL1-mrna-12502	0.091383	0	0	0	0	0
mRNA_D-herbacea_M_contig8.14961.1	nbisL1-mrna-12503	0.173334	0	0	0	0	0
mRNA_D-herbacea_M_contig8.14959.1	nbisL1-mrna-12504	11.018781	11.522048	8.982668	12.339522	12.628539	13.034927
mRNA_D-herbacea_M_contig8.14960.1	nbisL1-mrna-12505	31.289816	25.44891	30.963905	56.534389	53.851033	54.852609
mRNA_D-herbacea_M_contig8.14958.1	nbisL1-mrna-12506	87.74542	108.053298	87.956831	48.97081	55.852917	39.865128
mRNA_D-herbacea_M_contig8.14957.1	nbisL1-mrna-12507	54.337586	52.29253	45.838981	113.921182	104.70945	112.392302
mRNA_D-herbacea_M_contig8.14956.1	nbisL1-mrna-12508	7.517259	4.259335	9.603129	18.389137	17.130809	17.046724
mRNA_D-herbacea_M_contig8.14955.1	nbisL1-mrna-12509	3692.674321	2790.195805	4043.502942	2616.984421	2431.518341	2682.04126
mRNA_D-herbacea_M_contig8.14954.1	nbisL1-mrna-12510	25.564784	29.076439	25.618724	14.784588	14.908146	14.898038
mRNA_D-herbacea_M_contig8.14953.1	nbisL1-mrna-12511	12.153137	17.781544	18.647932	8.577355	9.97968	8.414944
mRNA_D-herbacea_M_contig8.14952.1	nbisL1-mrna-12512	35.15165	40.671195	43.513909	24.160988	22.692251	23.552989
mRNA_D-herbacea_M_contig8.14951.1	nbisL1-mrna-12513	24.682207	31.751298	39.272644	16.621627	24.980576	19.849323
mRNA_D-herbacea_M_contig8.14950.1	nbisL1-mrna-12514	1996.231558	2383.70702	1822.485871	731.087891	778.918227	714.809166
mRNA_D-herbacea_M_contig8.14949.1	nbisL1-mrna-12515	4.496398	4.527766	5.616285	5.642756	6.496898	6.540412
mRNA_D-herbacea_M_contig8.14948.1	nbisL1-mrna-12516	4.86323	3.907544	7.303167	10.884935	2.185243	8.583655
mRNA_D-herbacea_M_contig8.14947.1	nbisL1-mrna-12517	0.2305	0	0.140653	0	0	0
mRNA_D-herbacea_M_contig8.14946.1	nbisL1-mrna-12518	7.044923	11.058334	10.391485	9.744686	11.193087	9.389843
mRNA_D-herbacea_M_contig8.14945.1	nbisL1-mrna-12519	52.783992	71.833692	53.950332	79.414539	76.231827	65.971732
mRNA_D-herbacea_M_contig8.14944.1	nbisL1-mrna-12520	31.834034	33.912511	36.011741	30.496975	27.857098	29.592456
mRNA_D-herbacea_M_contig8.14943.1	nbisL1-mrna-12521	1.379163	1.532645	0	0.952721	1.658746	0.439
mRNA_D-herbacea_M_contig8.14942.1	nbisL1-mrna-12522	0.007758	0.017145	0.014181	0	0	0.014409
mRNA_D-herbacea_M_contig8.14941.1	nbisL1-mrna-12523	9.76264	13.226005	8.837852	6.694004	7.215712	6.189211
mRNA_D-herbacea_M_contig8.14940.1	nbisL1-mrna-12524	4.994378	7.124249	5.269674	10.823566	16.185489	16.661689
mRNA_D-herbacea_M_contig8.14939.1	nbisL1-mrna-12525	152.626385	193.13157	146.376042	254.856442	265.012943	234.966296
mRNA_D-herbacea_M_contig8.14938.1	nbisL1-mrna-12526	5476.856026	4681.107031	5165.274518	4298.40741	4064.351016	4167.739501
mRNA_D-herbacea_M_contig8.14937.1	nbisL1-mrna-12527	7.130806	12.373369	6.99147	10.076053	10.780138	11.479476
mRNA_D-herbacea_M_contig8.14936.1	nbisL1-mrna-12528	2.677818	2.164294	3.134474	3.027022	4.696807	1.862956
mRNA_D-herbacea_M_contig8.14935.1	nbisL1-mrna-12529	0.09208	0.203977	0.168621	0.189955	0.430096	0.172766
mRNA_D-herbacea_M_contig8.14934.1	nbisL1-mrna-12530	6.356314	5.802779	3.438336	5.397144	11.020233	7.237337
mRNA_D-herbacea_M_contig8.14933.1	nbisL1-mrna-12531	34.472263	33.390682	21.878332	35.306859	28.829983	28.191204
mRNA_D-herbacea_M_contig8.14932.1	nbisL1-mrna-12532	15.468015	17.310003	15.569474	15.593069	18.262103	12.77817
mRNA_D-herbacea_M_contig8.14931.1	nbisL1-mrna-12533	0.017484	0	0.15982	0.035955	0	0
mRNA_D-herbacea_M_contig8.14930.1	nbisL1-mrna-12534	0	0	0	0	0	0
mRNA_D-herbacea_M_contig8.14929.1	nbisL1-mrna-12535	11.546521	12.538488	13.203932	18.936658	18.449654	19.965769
mRNA_D-herbacea_M_contig8.14928.1	nbisL1-mrna-12536	4.544001	7.21287	9.543769	7.17361	10.900803	17.740137
mRNA_D-herbacea_M_contig8.14927.1	nbisL1-mrna-12537	19.810335	34.774101	24.54673	13.950555	17.198132	11.418264
mRNA_D-herbacea_M_contig8.14926.1	nbisL1-mrna-12538	0	0	0	0	0	0
mRNA_D-herbacea_M_contig8.14925.1	nbisL1-mrna-12539	0	0.822832	0.226693	0	0	0
mRNA_D-herbacea_M_contig8.14924.1	nbisL1-mrna-12540	3.904347	3.65272	3.77487	8.940161	8.8539	11.736822
mRNA_D-herbacea_M_contig8.14923.1	nbisL1-mrna-12541	2.690119	5.025462	2.595908	4.390448	2.005365	5.078468
mRNA_D-herbacea_M_contig8.14922.1	nbisL1-mrna-12542	10.259273	14.727731	10.343879	7.176347	8.380847	7.493912
mRNA_D-herbacea_M_contig8.14921.1	nbisL1-mrna-12543	44.683421	50.879103	42.497609	103.57826	111.007391	101.973225
mRNA_D-herbacea_M_contig8.14920.1	nbisL1-mrna-12544	69.479662	61.045112	82.329471	75.85316	71.727371	64.455039
mRNA_D-herbacea_M_contig8.14919.1	nbisL1-mrna-12545	993.507183	1043.171059	754.358564	2446.498698	2703.132234	2756.331287
mRNA_D-herbacea_M_contig8.14918.1	nbisL1-mrna-12546	0	0	0	0	0	0
mRNA_D-herbacea_M_contig8.14917.1	nbisL1-mrna-12547	1.618183	6.997494	4.430019	4.861091	8.117797	7.984609
mRNA_D-herbacea_M_contig8.14916.1	nbisL1-mrna-12548	7.008704	10.659324	7.89323	7.686082	24.115624	8.402381
mRNA_D-herbacea_M_contig8.14915.1	nbisL1-mrna-12549	0	0	0	0	0	0
mRNA_D-herbacea_M_contig8.14914.1	nbisL1-mrna-12550	12.323299	17.36515	16.795923	15.877263	15.945917	16.503243
mRNA_D-herbacea_M_contig8.14913.1	nbisL1-mrna-12551	44.161662	45.411327	53.878864	36.426798	34.772705	34.36612
mRNA_D-herbacea_M_contig8.14912.1	nbisL1-mrna-12552	8.420591	10.833867	10.052267	7.617694	6.839676	6.519435
mRNA_D-herbacea_M_contig8.14911.1	nbisL1-mrna-12553	27.100342	33.660224	27.322755	23.523416	25.235485	16.869699
mRNA_D-herbacea_M_contig8.14910.1	nbisL1-mrna-12554	13.246774	14.082033	15.585678	14.005994	15.646487	13.36184
mRNA_D-herbacea_M_contig3.7969.1	nbisL1-mrna-12555	126.165009	141.323505	124.978508	103.740061	133.546038	138.656257
mRNA_D-herbacea_M_contig3.7970.1	nbisL1-mrna-12556	31.448939	53.124772	36.059609	39.967356	37.317348	30.286671
mRNA_D-herbacea_M_contig3.7971.1	nbisL1-mrna-12557	37.268571	59.988907	43.334377	5.073118	6.137078	4.73763
mRNA_D-herbacea_M_contig3.7972.1	nbisL1-mrna-12558	0	0	0	0	0	0
mRNA_D-herbacea_M_contig3.7973.1	nbisL1-mrna-12559	12.735408	18.567528	16.122765	8.234772	9.15718	7.451838
mRNA_D-herbacea_M_contig3.7974.1	nbisL1-mrna-12560	1.705983	5.212534	3.918516	6.185599	11.758796	4.87703
mRNA_D-herbacea_M_contig3.7975.1	nbisL1-mrna-12561	3.39718	3.016267	2.500886	8.423314	8.313571	10.49812
mRNA_D-herbacea_M_contig3.7976.1	nbisL1-mrna-12562	3.658923	2.569764	2.778024	10.49244	9.164931	7.197488
mRNA_D-herbacea_M_contig3.7977.1	nbisL1-mrna-12563	4.479512	3.552859	3.533817	7.27948	11.717604	4.936125
mRNA_D-herbacea_M_contig3.7978.1	nbisL1-mrna-12564	6.93857	7.913998	10.033184	8.373734	4.701202	4.624548
mRNA_D-herbacea_M_contig3.7979.1	nbisL1-mrna-12565	10.894248	18.37724	15.646229	7.678253	8.823495	7.79873
mRNA_D-herbacea_M_contig3.7980.1	nbisL1-mrna-12566	61.598554	54.169244	80.956955	48.176469	44.448437	47.040899
mRNA_D-herbacea_M_contig3.7981.1	nbisL1-mrna-12567	16.316906	30.057627	20.261877	13.890236	17.863628	13.924874
mRNA_D-herbacea_M_contig3.7982.1	nbisL1-mrna-12568	54.453116	75.139509	51.851232	33.223194	55.388623	45.119474
mRNA_D-herbacea_M_contig3.7983.1	nbisL1-mrna-12569	4.202115	9.315064	7.485429	12.052333	15.620792	7.907981
mRNA_D-herbacea_M_contig3.7984.1	nbisL1-mrna-12570	79.069533	80.78182	95.626093	89.325119	90.721233	78.111269
mRNA_D-herbacea_M_contig3.7985.1	nbisL1-mrna-12571	17.692153	25.852133	20.525041	25.8827	26.345195	21.71623
