tx	gene_id	Desmarestia_herbacea_female_SxS46_RNAseq_DesmaF1_rep1	Desmarestia_herbacea_female_SxS46_RNAseq_DesmaF3_rep3	Desmarestia_herbacea_female_SxS46_RNAseq_DesmaF4_rep4	Desmarestia_herbacea_male_SxS47_RNAseq_DesmaM2_rep2	Desmarestia_herbacea_male_SxS47_RNAseq_DesmaM3_rep3	Desmarestia_herbacea_male_SxS47_RNAseq_DesmaM4_rep4
mRNA_D-herbacea_M_contig48.11545.1	nbisL1-mrna-270	35.519823	37.832334	33.387241	14.1579	23.586658	37.594592
mRNA_D-herbacea_M_contig48.11544.1	nbisL1-mrna-271	17.554007	14.764931	17.01833	8.426958	11.534076	13.064546
mRNA_D-herbacea_M_contig48.11543.1	nbisL1-mrna-272	11.24705	13.143595	12.448538	6.801644	4.376769	8.053428
mRNA_D-herbacea_M_contig48.11542.1	nbisL1-mrna-273	53.070071	57.233731	57.468686	68.692512	60.00269	56.46773
mRNA_D-herbacea_M_contig48.11541.1	nbisL1-mrna-274	201.344054	187.219047	145.747499	383.012732	376.992346	434.87389
mRNA_D-herbacea_M_contig48.11540.1	nbisL1-mrna-275	0.038481	0.042534	0.105531	0.079141	0.132743	0.107351
mRNA_D-herbacea_M_contig48.11539.1	nbisL1-mrna-276	1.930012	3.691925	1.606352	13.570769	17.398953	12.66751
mRNA_D-herbacea_M_contig48.11538.1	nbisL1-mrna-277	1.992238	0	3.649635	2.034706	1.235075	1.937721
mRNA_D-herbacea_M_contig48.11537.1	nbisL1-mrna-278	0.764487	1.149588	0.83883	1.132567	1.12787	0.968145
mRNA_D-herbacea_M_contig48.11536.1	nbisL1-mrna-279	49.529824	51.826567	49.929019	76.798706	65.71195	67.53703
mRNA_D-herbacea_M_contig48.11535.1	nbisL1-mrna-280	144.348927	163.899517	157.490674	137.843614	128.756404	124.882085
mRNA_D-herbacea_M_contig48.11534.1	nbisL1-mrna-281	47.195672	55.588052	53.245384	30.104745	29.697013	28.958338
mRNA_D-herbacea_M_contig48.11533.1	nbisL1-mrna-282	31.923811	31.607124	34.710346	20.731099	24.17608	22.929686
mRNA_D-herbacea_M_contig48.11532.1	nbisL1-mrna-283	29.086034	28.631159	21.096793	16.374987	15.77951	12.468745
mRNA_D-herbacea_M_contig48.11531.1	nbisL1-mrna-284	11.466749	13.077962	13.45958	7.936241	9.363047	3.671644
mRNA_D-herbacea_M_contig48.11530.1	nbisL1-mrna-285	4.18772	6.735229	5.050494	3.208087	5.592497	2.648055
mRNA_D-herbacea_M_contig54.12558.1	nbisL1-mrna-286	0	0	0	0	0	0
mRNA_D-herbacea_M_contig54.12557.1	nbisL1-mrna-287	11.928096	14.394119	12.796817	8.848163	8.669775	9.345134
mRNA_D-herbacea_M_contig54.12556.1	nbisL1-mrna-288	1.136908	1.256543	1.645687	0.779284	0.689453	0.733873
mRNA_D-herbacea_M_contig54.12555.1	nbisL1-mrna-289	13.422694	13.816929	16.796581	8.444692	11.534747	9.131401
mRNA_D-herbacea_M_contig54.12554.1	nbisL1-mrna-290	15.127821	19.047082	17.3824	11.976068	13.794081	14.679087
mRNA_D-herbacea_M_contig54.12553.1	nbisL1-mrna-291	334.821161	328.897246	270.855843	266.069991	251.174889	268.333166
mRNA_D-herbacea_M_contig54.12552.1	nbisL1-mrna-292	66.405058	76.188235	62.571	101.930149	102.682778	90.917381
mRNA_D-herbacea_M_contig54.12551.1	nbisL1-mrna-293	47.060311	49.698187	50.617682	56.448316	53.501063	48.24082
mRNA_D-herbacea_M_contig54.12550.1	nbisL1-mrna-294	14.363643	16.740841	17.624699	8.22982	7.915682	7.496666
mRNA_D-herbacea_M_contig54.12549.1	nbisL1-mrna-295	41.719548	41.624578	46.441339	32.157916	37.676712	36.613178
mRNA_D-herbacea_M_contig54.12548.1	nbisL1-mrna-296	236.442648	199.665523	212.466217	284.652121	253.1087	259.944956
mRNA_D-herbacea_M_contig54.12547.1	nbisL1-mrna-297	0.391147	0	0	0.269407	0.307022	0.245787
mRNA_D-herbacea_M_contig54.12546.1	nbisL1-mrna-298	11.276439	13.185909	14.46724	10.325225	9.252504	10.334092
mRNA_D-herbacea_M_contig54.12545.1	nbisL1-mrna-299	0.526726	0.700358	1.157824	1.522101	1.48038	1.583811
mRNA_D-herbacea_M_contig54.12544.1	nbisL1-mrna-300	124.03544	127.805196	129.745436	107.008471	103.361322	93.68015
mRNA_D-herbacea_M_contig54.12542.1	nbisL1-mrna-301	97.987728	98.210115	107.546114	64.868146	62.391855	64.050524
mRNA_D-herbacea_M_contig54.12543.1	nbisL1-mrna-302	0.120838	0.066804	0.055245	0.062158	0	0.056258
mRNA_D-herbacea_M_contig54.12541.1	nbisL1-mrna-303	0.05842	0.04305	0.320428	0.720898	0.761352	0.796794
mRNA_D-herbacea_M_contig54.12540.1	nbisL1-mrna-304	63.079037	72.417173	66.61902	43.960147	51.533082	57.213547
mRNA_D-herbacea_M_contig54.12539.1	nbisL1-mrna-305	53.77191	53.391664	59.255941	34.686179	32.693688	39.560316
mRNA_D-herbacea_M_contig54.12538.1	nbisL1-mrna-306	54.326467	52.280188	57.191568	77.369734	72.992798	80.185065
mRNA_D-herbacea_M_contig54.12537.1	nbisL1-mrna-307	24.748681	30.208315	25.66203	46.907415	47.568968	41.58574
mRNA_D-herbacea_M_contig54.12536.1	nbisL1-mrna-308	11.746365	12.302088	6.425107	600.695984	609.13463	627.494163
mRNA_D-herbacea_M_contig54.12535.1	nbisL1-mrna-309	9.153592	10.311782	12.635358	14.743371	13.612482	12.487333
mRNA_D-herbacea_M_contig54.12534.1	nbisL1-mrna-310	0.051663	0.228628	0	0	0	0
mRNA_D-herbacea_M_contig54.12533.1	nbisL1-mrna-311	30.791472	38.256746	36.419074	28.883549	28.127642	26.517408
mRNA_D-herbacea_M_contig54.12532.1	nbisL1-mrna-312	22.076102	28.996713	26.773001	20.030998	19.78428	20.243218
mRNA_D-herbacea_M_contig54.12531.1	nbisL1-mrna-313	4.187045	7.191693	5.475992	19.561336	25.109537	24.67032
mRNA_D-herbacea_M_contig54.12530.1	nbisL1-mrna-314	176.673149	182.616534	146.325139	298.857868	292.334578	266.460799
mRNA_D-herbacea_M_contig54.12529.1	nbisL1-mrna-315	27.315404	33.506616	39.394922	22.501151	19.556467	19.733312
mRNA_D-herbacea_M_contig54.12528.1	nbisL1-mrna-316	5.300074	5.131272	6.768247	8.869853	9.594874	7.837482
mRNA_D-herbacea_M_contig54.12527.1	nbisL1-mrna-317	39.879496	56.489121	45.467081	76.863471	95.565102	82.656679
mRNA_D-herbacea_M_contig54.12526.1	nbisL1-mrna-318	103.884119	116.89403	126.022057	73.461416	71.164621	72.225902
mRNA_D-herbacea_M_contig54.12525.1	nbisL1-mrna-319	0	0	0	0	1.146737	0
mRNA_D-herbacea_M_contig54.12524.1	nbisL1-mrna-320	18.652328	19.156294	19.522097	22.041499	20.403281	20.49411
mRNA_D-herbacea_M_contig54.12523.1	nbisL1-mrna-321	18.169856	18.41419	19.678119	12.68276	10.152074	12.281407
mRNA_D-herbacea_M_contig54.12522.1	nbisL1-mrna-322	89.061472	87.192718	116.321681	61.953022	59.340606	60.370494
mRNA_D-herbacea_M_contig54.12521.1	nbisL1-mrna-323	86.736482	90.817662	79.644571	119.893648	105.183754	116.454173
mRNA_D-herbacea_M_contig54.12520.1	nbisL1-mrna-324	6.407411	9.484952	9.38749	7.576626	9.69002	9.498314
mRNA_D-herbacea_M_contig54.12519.1	nbisL1-mrna-325	0	0	0	0	0	0
mRNA_D-herbacea_M_contig54.12518.1	nbisL1-mrna-326	4.27465	4.935836	6.314989	9.222996	10.400625	7.914392
mRNA_D-herbacea_M_contig54.12517.1	nbisL1-mrna-327	40.404627	42.241903	48.163262	34.617389	29.219081	34.851593
mRNA_D-herbacea_M_contig54.12516.1	nbisL1-mrna-328	3728.539437	3236.99291	3941.023184	2341.547603	2325.236473	2330.905594
mRNA_D-herbacea_M_contig54.12515.1	nbisL1-mrna-329	39.275907	47.549574	47.034691	22.993888	24.063544	21.756751
mRNA_D-herbacea_M_contig54.12514.1	nbisL1-mrna-330	207.764068	224.949012	196.137227	102.628621	104.425095	105.895694
mRNA_D-herbacea_M_contig54.12513.1	nbisL1-mrna-331	11.999201	14.283072	13.500018	8.580006	7.38567	7.861439
mRNA_D-herbacea_M_contig54.12512.1	nbisL1-mrna-332	8.822633	16.078598	7.4325	4.668172	7.817413	3.802308
mRNA_D-herbacea_M_contig54.12511.1	nbisL1-mrna-333	21.512257	26.634036	19.92977	6.393831	8.580179	5.899699
mRNA_D-herbacea_M_contig54.12510.1	nbisL1-mrna-334	4.327891	1.059837	1.762923	0.983532	0	0
mRNA_D-herbacea_M_contig54.12509.1	nbisL1-mrna-335	0.083776	0.046303	0.038293	0	0	0
mRNA_D-herbacea_M_contig54.12508.1	nbisL1-mrna-336	25.560697	28.231184	29.439973	47.754051	46.444608	43.431717
mRNA_D-herbacea_M_contig54.12507.1	nbisL1-mrna-337	18.149627	25.966527	19.363507	85.7207	99.98783	88.283485
mRNA_D-herbacea_M_contig54.12506.1	nbisL1-mrna-338	46.073488	41.177703	48.404364	33.767165	30.970863	29.765244
mRNA_D-herbacea_M_contig54.12505.1	nbisL1-mrna-339	10.000319	26.271838	18.883956	27.23551	25.340998	22.66217
mRNA_D-herbacea_M_contig54.12504.1	nbisL1-mrna-340	0.262291	0	0	0.543485	0	0.50292
mRNA_D-herbacea_M_contig54.12503.1	nbisL1-mrna-341	17.480049	25.369059	22.093829	35.442423	40.433801	31.109209
mRNA_D-herbacea_M_contig54.12502.1	nbisL1-mrna-342	8.322003	10.797907	9.542323	6.760765	4.115665	5.514803
mRNA_D-herbacea_M_contig54.12501.1	nbisL1-mrna-343	6.035497	7.443522	8.639467	8.315312	4.920898	5.179299
mRNA_D-herbacea_M_contig54.12500.1	nbisL1-mrna-344	49.169482	59.993438	61.217688	48.51278	52.009426	43.565734
mRNA_D-herbacea_M_contig54.12499.1	nbisL1-mrna-345	41.191251	42.432433	51.153878	29.860071	28.639267	30.893274
mRNA_D-herbacea_M_contig54.12498.1	nbisL1-mrna-346	133.404397	162.185724	116.858557	201.945506	204.617752	169.902145
mRNA_D-herbacea_M_contig54.12497.1	nbisL1-mrna-347	26.552354	28.227358	22.924048	27.208102	30.344922	29.114475
mRNA_D-herbacea_M_contig54.12496.1	nbisL1-mrna-348	103.826242	114.53928	111.617331	30.662612	32.068486	27.897843
mRNA_D-herbacea_M_contig54.12495.1	nbisL1-mrna-349	0.162498	0.360698	0	0	0.385361	0
mRNA_D-herbacea_M_contig54.12494.1	nbisL1-mrna-350	0.269846	0.59976	0.496591	5.031567	1.307707	3.624925
mRNA_D-herbacea_M_contig54.12493.1	nbisL1-mrna-351	0.324996	0.360698	0.298116	0.672425	2.69753	2.768355
mRNA_D-herbacea_M_contig54.12491.1	nbisL1-mrna-352	8.817282	9.990503	10.926652	19.954117	21.673453	19.415568
mRNA_D-herbacea_M_contig54.12492.1	nbisL1-mrna-353	429.321772	486.912091	288.141704	364.568109	405.081309	434.16841
mRNA_D-herbacea_M_contig54.12490.1	nbisL1-mrna-354	23.199324	22.82025	23.654184	17.12496	14.901606	15.182807
mRNA_D-herbacea_M_contig54.12489.1	nbisL1-mrna-355	47.208277	44.028752	55.45836	41.055269	49.228491	45.209853
mRNA_D-herbacea_M_contig54.12488.1	nbisL1-mrna-356	157.035393	170.200555	201.254281	183.974912	199.856517	229.658092
mRNA_D-herbacea_M_contig54.12487.1	nbisL1-mrna-357	5.43263	11.203895	9.414142	7.567453	8.775871	8.378189
mRNA_D-herbacea_M_contig54.12485.1	nbisL1-mrna-358	18.054952	18.587184	18.281822	13.304312	12.860706	12.183345
mRNA_D-herbacea_M_contig54.12486.1	nbisL1-mrna-359	19.865617	22.750413	20.91014	21.690816	20.937133	19.766851
mRNA_D-herbacea_M_contig54.12484.1	nbisL1-mrna-360	14.10225	14.079323	15.942414	136.486357	138.488745	120.935375
mRNA_D-herbacea_M_contig54.12483.1	nbisL1-mrna-361	29.581998	29.855859	39.154	35.875413	32.288608	34.186795
mRNA_D-herbacea_M_contig54.12482.1	nbisL1-mrna-362	10.171504	7.584139	8.060573	6.457866	8.232941	5.876203
mRNA_D-herbacea_M_contig54.12481.1	nbisL1-mrna-363	5.581655	8.084997	5.955132	4.960499	6.253999	3.883839
mRNA_D-herbacea_M_contig54.12480.1	nbisL1-mrna-364	63.574328	77.655401	75.444233	47.972262	50.194628	42.067147
mRNA_D-herbacea_M_contig54.12479.1	nbisL1-mrna-365	15.510556	15.177818	14.566858	13.859048	14.575994	14.466137
mRNA_D-herbacea_M_contig54.12478.1	nbisL1-mrna-366	13.013763	18.472492	16.435032	12.437449	15.367124	11.096265
mRNA_D-herbacea_M_contig54.12477.1	nbisL1-mrna-367	29.557108	33.615847	31.839785	37.447855	35.897967	32.407755
mRNA_D-herbacea_M_contig54.12476.1	nbisL1-mrna-368	7.709564	12.98122	8.694195	10.005872	11.782628	8.323254
mRNA_D-herbacea_M_contig54.12475.1	nbisL1-mrna-369	0	0	0	0	0	0
mRNA_D-herbacea_M_contig54.12474.1	nbisL1-mrna-370	0	0	0.287147	0	0	0
mRNA_D-herbacea_M_contig54.12473.1	nbisL1-mrna-371	1.133953	0	0	0	0	0
mRNA_D-herbacea_M_contig54.12472.1	nbisL1-mrna-372	26.214684	28.430535	27.702029	28.676149	29.709101	30.056419
mRNA_D-herbacea_M_contig54.12471.1	nbisL1-mrna-373	1299.003432	1516.675905	1120.031519	2752.857686	2924.181361	2715.248947
mRNA_D-herbacea_M_contig54.12470.1	nbisL1-mrna-374	3.209799	3.630993	2.638843	1.740301	2.692613	1.667071
mRNA_D-herbacea_M_contig54.12469.1	nbisL1-mrna-375	47.585521	55.914067	67.819202	82.12926	85.919102	78.16227
mRNA_D-herbacea_M_contig54.12468.1	nbisL1-mrna-376	15.571725	17.9512	18.850981	18.856344	20.05996	17.633936
mRNA_D-herbacea_M_contig54.12467.1	nbisL1-mrna-377	569.808824	635.954402	356.851799	1748.911738	1905.87062	1759.66716
mRNA_D-herbacea_M_contig35.9190.1	nbisL1-mrna-378	0	37.717195	29.688429	0	0	0
mRNA_D-herbacea_M_contig54.12466.1	nbisL1-mrna-379	2.045965	3.415416	3.036133	12.633602	21.838941	12.017668
mRNA_D-herbacea_M_contig192.4596.1	nbisL1-mrna-380	9.607848	10.647797	10.558138	8.280023	8.328415	8.872579
mRNA_D-herbacea_M_contig192.4597.1	nbisL1-mrna-381	0.477316	0.365952	0.302537	0	0	0
mRNA_D-herbacea_M_contig192.4595.1	nbisL1-mrna-382	31.639756	29.198397	43.53558	27.306229	24.377405	26.27321
mRNA_D-herbacea_M_contig192.4594.1	nbisL1-mrna-383	0	0	0	0.128735	0.161128	0
mRNA_D-herbacea_M_contig192.4593.1	nbisL1-mrna-384	27.785014	31.160942	32.029765	32.641883	35.512792	34.098419
mRNA_D-herbacea_M_contig192.4592.1	nbisL1-mrna-385	17.800668	20.316298	19.556111	31.513067	31.26425	35.677704
mRNA_D-herbacea_M_contig192.4591.1	nbisL1-mrna-386	0	0	0.082963	0.093372	0.104869	0
mRNA_D-herbacea_M_contig192.4590.1	nbisL1-mrna-387	29.301818	35.52391	38.027517	30.898447	32.134596	28.855933
mRNA_D-herbacea_M_contig192.4589.1	nbisL1-mrna-388	72.251319	69.281451	85.516922	64.49304	61.751404	62.560649
mRNA_D-herbacea_M_contig192.4588.1	nbisL1-mrna-389	15.82638	17.285623	17.425156	13.425473	11.172305	12.875101
mRNA_D-herbacea_M_contig192.4587.1	nbisL1-mrna-390	46.270828	53.44361	46.028545	12.494235	16.096777	12.552355
mRNA_D-herbacea_M_contig192.4586.1	nbisL1-mrna-391	13.744156	14.365673	12.605975	18.980629	17.060071	15.982927
mRNA_D-herbacea_M_contig192.4585.1	nbisL1-mrna-392	17.110182	14.161578	19.090529	14.203635	11.728043	13.294109
mRNA_D-herbacea_M_contig192.4584.1	nbisL1-mrna-393	25.261695	32.839779	33.756779	64.897632	69.896795	55.132107
mRNA_D-herbacea_M_contig192.4583.1	nbisL1-mrna-394	20.077427	21.975364	13.753638	24.893296	19.549702	16.704184
mRNA_D-herbacea_M_contig192.4582.1	nbisL1-mrna-395	62.168499	72.591007	82.488678	41.41358	45.500461	42.916645
mRNA_D-herbacea_M_contig192.4581.1	nbisL1-mrna-396	13.163195	15.16004	14.832234	13.907463	13.432971	12.58933
mRNA_D-herbacea_M_contig192.4580.1	nbisL1-mrna-397	4.360769	6.76127	7.081965	5.788625	6.40219	5.243516
mRNA_D-herbacea_M_contig192.4579.1	nbisL1-mrna-398	14.355898	13.270394	10.915495	21.469835	18.521686	15.225333
mRNA_D-herbacea_M_contig192.4578.1	nbisL1-mrna-399	10.75792	12.614143	10.702424	13.169275	12.621364	13.880716
mRNA_D-herbacea_M_contig192.4577.1	nbisL1-mrna-400	11.711459	17.288815	16.865942	16.902001	15.089424	18.134085
mRNA_D-herbacea_M_contig192.4576.1	nbisL1-mrna-401	1.383346	2.764154	1.550997	1.378091	1.857106	1.498437
mRNA_D-herbacea_M_contig192.4575.1	nbisL1-mrna-402	24.901839	22.020587	23.629077	26.171015	20.171642	21.78204
mRNA_D-herbacea_M_contig192.4574.1	nbisL1-mrna-403	83.731108	89.277393	89.558208	15.567644	18.25535	20.033159
mRNA_D-herbacea_M_contig192.4573.1	nbisL1-mrna-404	0.281614	1.871598	1.203354	1.355647	1.315891	1.05699
mRNA_D-herbacea_M_contig192.4572.1	nbisL1-mrna-405	4.671286	4.274989	8.091293	2.277048	1.332709	0.527594
mRNA_D-herbacea_M_contig192.4571.1	nbisL1-mrna-406	15.513594	15.384035	17.751757	18.165214	18.62236	16.565904
mRNA_D-herbacea_M_contig192.4570.1	nbisL1-mrna-407	19.634522	25.280967	31.353598	19.567499	21.004361	20.157225
mRNA_D-herbacea_M_contig192.4569.1	nbisL1-mrna-408	0	0	0	0	0.641793	0
mRNA_D-herbacea_M_contig192.4568.1	nbisL1-mrna-409	46.24226	52.389708	55.862388	71.334769	69.10081	72.989498
mRNA_D-herbacea_M_contig192.4567.1	nbisL1-mrna-410	13.867166	13.469666	16.971922	15.918824	14.533938	21.011274
mRNA_D-herbacea_M_contig192.4566.1	nbisL1-mrna-411	23.989887	23.693054	28.313777	24.770477	26.52476	25.871052
mRNA_D-herbacea_M_contig192.4565.1	nbisL1-mrna-412	9.324193	11.550688	9.3389	10.41402	10.223474	9.740533
mRNA_D-herbacea_M_contig192.4564.1	nbisL1-mrna-413	8.445137	9.400615	10.237658	11.523697	12.47692	10.641079
mRNA_D-herbacea_M_contig192.4563.1	nbisL1-mrna-414	13.295237	12.363357	18.302888	19.114685	20.008349	20.599678
mRNA_D-herbacea_M_contig192.4562.1	nbisL1-mrna-415	33.314827	42.241903	35.130071	20.47265	25.462342	20.560417
mRNA_D-herbacea_M_contig192.4561.1	nbisL1-mrna-416	29.826584	46.182362	35.805584	28.569004	31.934166	24.105333
mRNA_D-herbacea_M_contig192.4559.1	nbisL1-mrna-417	2.575053	7.682288	4.735672	4.354387	6.118675	4.068708
mRNA_D-herbacea_M_contig192.4560.1	nbisL1-mrna-418	2.09894	4.664263	1.655881	1.241435	4.380763	2.886056
mRNA_D-herbacea_M_contig9.15642.1	nbisL1-mrna-419	0	30.342549	37.789286	49.399126	78.409386	46.445042
mRNA_D-herbacea_M_contig22.5936.1	nbisL1-mrna-420	8.485397	12.200955	9.313019	11.005008	11.177398	7.912687
mRNA_D-herbacea_M_contig22.5935.1	nbisL1-mrna-421	9.745293	15.834608	9.442654	1.007918	1.64712	1.402207
mRNA_D-herbacea_M_contig22.5934.1	nbisL1-mrna-422	0	0.608489	0	0	0	0
mRNA_D-herbacea_M_contig22.5933.1	nbisL1-mrna-423	61.319427	66.612745	56.929288	42.856493	43.636177	36.863865
mRNA_D-herbacea_M_contig22.5932.1	nbisL1-mrna-424	26.23744	60.211649	30.971551	31.304037	39.490078	34.533494
mRNA_D-herbacea_M_contig22.5931.1	nbisL1-mrna-425	48.193847	77.021873	48.237525	42.72846	57.088271	39.680158
mRNA_D-herbacea_M_contig22.5930.1	nbisL1-mrna-426	0.996599	1.661293	0	1.032625	2.405971	0.476993
mRNA_D-herbacea_M_contig22.5929.1	nbisL1-mrna-427	13.102004	20.973301	13.871421	10.41488	11.396587	10.645379
mRNA_D-herbacea_M_contig22.5928.1	nbisL1-mrna-428	1.655266	5.781246	4.348328	7.350709	6.265015	4.520022
mRNA_D-herbacea_M_contig22.5927.1	nbisL1-mrna-429	6.630999	7.834559	6.169477	10.764875	8.335562	9.23812
mRNA_D-herbacea_M_contig22.5926.1	nbisL1-mrna-430	34.454545	26.285568	31.909048	20.917711	19.454225	19.538181
mRNA_D-herbacea_M_contig22.5925.1	nbisL1-mrna-431	29.152363	40.127423	42.129041	23.587945	23.175268	29.596653
mRNA_D-herbacea_M_contig22.5924.1	nbisL1-mrna-432	12.675958	20.886138	19.579015	10.624333	13.096118	10.966986
mRNA_D-herbacea_M_contig22.5923.1	nbisL1-mrna-433	0	0	0	0	0	0
mRNA_D-herbacea_M_contig22.5922.1	nbisL1-mrna-434	0	0	0	0	0	0
mRNA_D-herbacea_M_contig22.5921.1	nbisL1-mrna-435	143.693316	160.401984	170.04723	106.50557	108.578471	109.226136
mRNA_D-herbacea_M_contig22.5920.1	nbisL1-mrna-436	16.56229	15.255509	23.115784	23.952616	24.884036	27.128783
mRNA_D-herbacea_M_contig22.5919.1	nbisL1-mrna-437	22.588956	32.970375	25.907858	33.135297	38.621475	34.202687
mRNA_D-herbacea_M_contig22.5918.1	nbisL1-mrna-438	52.149906	53.772438	55.211485	51.00339	50.267828	52.837019
mRNA_D-herbacea_M_contig22.5917.1	nbisL1-mrna-439	0.607866	0.674427	0	0	0	0
mRNA_D-herbacea_M_contig22.5916.1	nbisL1-mrna-440	10.769292	11.304493	13.654509	14.131453	15.536399	15.989262
mRNA_D-herbacea_M_contig22.5915.1	nbisL1-mrna-441	17.717616	18.075185	20.957442	31.540258	34.288933	35.370873
mRNA_D-herbacea_M_contig22.5914.1	nbisL1-mrna-442	118.453047	117.537084	134.703696	94.945536	87.886886	86.308191
mRNA_D-herbacea_M_contig22.5913.1	nbisL1-mrna-443	5.531547	10.842566	5.805185	7.049159	7.826078	7.492897
mRNA_D-herbacea_M_contig22.5912.1	nbisL1-mrna-444	36.476264	36.16674	51.032287	35.376583	36.661963	31.14168
mRNA_D-herbacea_M_contig22.5911.1	nbisL1-mrna-445	10.10379	11.489396	15.122112	9.251964	11.881137	12.573462
mRNA_D-herbacea_M_contig22.5910.1	nbisL1-mrna-446	9.869479	16.627268	12.046907	10.959553	13.571027	9.329216
mRNA_D-herbacea_M_contig22.5909.1	nbisL1-mrna-447	35.179783	38.079284	41.996807	35.506114	32.961444	41.00404
mRNA_D-herbacea_M_contig22.5908.1	nbisL1-mrna-448	0.217132	0	0.397449	0.149186	0	0.270949
mRNA_D-herbacea_M_contig22.5907.1	nbisL1-mrna-449	24.345027	25.921283	19.69988	28.422953	38.804805	34.356251
mRNA_D-herbacea_M_contig22.5906.1	nbisL1-mrna-450	131.557902	138.550374	144.759098	159.630235	141.731854	139.915529
mRNA_D-herbacea_M_contig22.5905.1	nbisL1-mrna-451	27.07397	44.450374	34.256974	17.313732	21.626004	15.394539
mRNA_D-herbacea_M_contig22.5904.1	nbisL1-mrna-452	37.641832	52.216875	43.233579	22.124522	25.862604	26.118444
mRNA_D-herbacea_M_contig22.5903.1	nbisL1-mrna-453	17.557997	27.975274	23.689548	13.212888	13.969832	13.085167
mRNA_D-herbacea_M_contig22.5902.1	nbisL1-mrna-454	34.628385	43.931134	38.454229	26.727243	30.929398	27.498442
mRNA_D-herbacea_M_contig22.5901.1	nbisL1-mrna-455	0.059722	0.088018	0	0.040943	0.091575	0.037015
mRNA_D-herbacea_M_contig22.5900.1	nbisL1-mrna-456	27.040499	26.897047	29.257159	16.232795	16.851033	15.606798
mRNA_D-herbacea_M_contig22.5899.1	nbisL1-mrna-457	2.150517	3.378766	1.914527	1.68829	2.086312	2.423422
mRNA_D-herbacea_M_contig22.5898.1	nbisL1-mrna-458	30.872174	30.158992	26.353455	31.729597	29.036686	26.448168
mRNA_D-herbacea_M_contig22.5897.1	nbisL1-mrna-459	23.360487	21.482564	20.853031	20.765887	23.328984	29.673517
mRNA_D-herbacea_M_contig22.5896.1	nbisL1-mrna-460	58.377514	57.398209	45.649564	29.311813	34.518047	31.194856
mRNA_D-herbacea_M_contig22.5895.1	nbisL1-mrna-461	24.036477	22.552688	27.087826	15.001953	16.561864	15.321635
mRNA_D-herbacea_M_contig22.5894.1	nbisL1-mrna-462	0.203778	1.358312	0.374328	4.221583	1.462816	2.7151
mRNA_D-herbacea_M_contig22.5893.1	nbisL1-mrna-463	10.435867	9.641941	11.42293	20.879147	17.141501	22.58821
mRNA_D-herbacea_M_contig22.5892.1	nbisL1-mrna-464	52.593549	80.155644	59.681358	93.946894	95.313402	85.188991
mRNA_D-herbacea_M_contig22.5891.1	nbisL1-mrna-465	34.255194	35.883287	34.040541	17.543981	13.412226	15.278202
mRNA_D-herbacea_M_contig22.5890.1	nbisL1-mrna-466	70.829214	67.068723	72.976733	100.075013	107.723467	109.085967
mRNA_D-herbacea_M_contig22.5889.1	nbisL1-mrna-467	49.288488	48.013106	43.958655	46.8988	44.9132	46.663091
mRNA_D-herbacea_M_contig22.5888.1	nbisL1-mrna-468	17.372933	16.648547	15.922704	22.143204	21.41589	24.092759
mRNA_D-herbacea_M_contig22.5887.1	nbisL1-mrna-469	13.809852	9.463159	14.391667	14.819981	8.505391	11.630185
mRNA_D-herbacea_M_contig22.5886.1	nbisL1-mrna-470	16.325861	18.056236	20.37396	17.216726	18.948325	15.594775
mRNA_D-herbacea_M_contig22.5885.1	nbisL1-mrna-471	26.05745	25.929108	26.631412	26.091267	29.289631	28.302509
mRNA_D-herbacea_M_contig22.5884.1	nbisL1-mrna-472	9.487758	13.554258	9.876189	8.442848	9.677613	7.184658
mRNA_D-herbacea_M_contig22.5883.1	nbisL1-mrna-473	88.065759	74.924762	100.360321	68.620752	63.968263	69.282473
mRNA_D-herbacea_M_contig22.5882.1	nbisL1-mrna-474	106.676767	108.747014	115.40114	98.344312	106.685126	118.026865
mRNA_D-herbacea_M_contig22.5881.1	nbisL1-mrna-475	207.685634	193.359348	230.452964	269.664705	220.271269	239.675276
mRNA_D-herbacea_M_contig22.5880.1	nbisL1-mrna-476	3.423677	7.589751	7.354771	3.413349	4.713364	5.55525
mRNA_D-herbacea_M_contig22.5879.1	nbisL1-mrna-477	5.761914	7.726989	7.859928	6.922937	5.999975	5.559812
mRNA_D-herbacea_M_contig22.5878.1	nbisL1-mrna-478	14.857931	20.71204	15.507658	10.932662	9.049432	9.733859
mRNA_D-herbacea_M_contig22.5877.1	nbisL1-mrna-479	23.100843	29.101352	26.931399	18.639091	20.567591	19.7282
mRNA_D-herbacea_M_contig22.5876.1	nbisL1-mrna-480	27.945878	20.253592	14.202744	37.174093	28.391927	35.243385
mRNA_D-herbacea_M_contig22.5875.1	nbisL1-mrna-481	5.262762	6.303763	5.438656	8.674358	9.913527	6.944651
mRNA_D-herbacea_M_contig22.5874.1	nbisL1-mrna-482	57.680029	73.939763	65.636662	73.755187	76.859511	90.452402
mRNA_D-herbacea_M_contig22.5873.1	nbisL1-mrna-483	69.397988	84.338558	61.619625	100.830674	107.764325	84.630987
mRNA_D-herbacea_M_contig22.5872.1	nbisL1-mrna-484	14.687515	15.182541	11.770608	17.794887	16.518809	14.20328
mRNA_D-herbacea_M_contig22.5871.1	nbisL1-mrna-485	0	0	0	0	0	0.306197
