gene_id	gene_name	Desmarestia_dudresnayi_SxS43_RNAseq_DesmaH1_rep1	Desmarestia_dudresnayi_SxS43_RNAseq_DesmaH3_rep3	Desmarestia_dudresnayi_SxS43_RNAseq_DesmaH4_rep4
Ddudresnayi_g14991	Ddudresnayi_g14991	10.30248	7.992735	10.47963
Ddudresnayi_g14992	Ddudresnayi_g14992	11.883342	14.339093	11.137149
Ddudresnayi_g14993	Ddudresnayi_g14993	90.771224	107.600451	97.271041
Ddudresnayi_g14996	Ddudresnayi_g14996	0	0	0
Ddudresnayi_g14997	Ddudresnayi_g14997	6.41939	7.619001	5.462663
Ddudresnayi_g14998	Ddudresnayi_g14998	5.193999	6.494001	4.511426
Ddudresnayi_g14999	Ddudresnayi_g14999	10.10111	10.748952	12.426007
Ddudresnayi_g15000	Ddudresnayi_g15000	14.879278	13.413729	12.771333
Ddudresnayi_g15001	Ddudresnayi_g15001	0	0	0
Ddudresnayi_g15002	Ddudresnayi_g15002	0	0	0
Ddudresnayi_g15003	Ddudresnayi_g15003	14.350267	12.6066	10.110488
Ddudresnayi_g15004	Ddudresnayi_g15004	0	0	0
Ddudresnayi_g15005	Ddudresnayi_g15005	0	2.074796	0
Ddudresnayi_g15006	Ddudresnayi_g15006	0	0	0
Ddudresnayi_g15007	Ddudresnayi_g15007	20.149732	21.51286	19.800336
Ddudresnayi_g15008	Ddudresnayi_g15008	19.45128	17.642385	26.985855
Ddudresnayi_g15009	Ddudresnayi_g15009	0	0	0
Ddudresnayi_g15011	Ddudresnayi_g15011	0	0	0
Ddudresnayi_g15012	Ddudresnayi_g15012	0.388887	0	0
Ddudresnayi_g15013	Ddudresnayi_g15013	0	0	0
Ddudresnayi_g15014	Ddudresnayi_g15014	4.35539	4.336194	4.895447
Ddudresnayi_g15015	Ddudresnayi_g15015	0	0	0
Ddudresnayi_g15017	Ddudresnayi_g15017	269.904873	337.773193	242.778573
Ddudresnayi_g15018	Ddudresnayi_g15018	21.223797	17.176856	19.856718
Ddudresnayi_g15019	Ddudresnayi_g15019	51.529211	80.433372	65.618632
Ddudresnayi_g15020	Ddudresnayi_g15020	29.217852	31.584674	27.828129
Ddudresnayi_g15022	Ddudresnayi_g15022	21.29104	27.955103	21.519198
Ddudresnayi_g15023	Ddudresnayi_g15023	22.309612	24.158786	20.891769
Ddudresnayi_g15024	Ddudresnayi_g15024	0.683768	0	0.762205
Ddudresnayi_g15026	Ddudresnayi_g15026	0	0	0
Ddudresnayi_g15027	Ddudresnayi_g15027	0	0	0
Ddudresnayi_g15028	Ddudresnayi_g15028	0	0	0
Ddudresnayi_g15029	Ddudresnayi_g15029	1.288301	1.346275	1.095223
Ddudresnayi_g15055	Ddudresnayi_g15055	0	0	0
Ddudresnayi_g15056	Ddudresnayi_g15056	100.53558	114.72527	86.354494
Ddudresnayi_g15058	Ddudresnayi_g15058	240.468318	261.569957	191.405059
Ddudresnayi_g15059	Ddudresnayi_g15059	94.714296	101.113754	89.061203
Ddudresnayi_g15061	Ddudresnayi_g15061	0	0	0
Ddudresnayi_g15062	Ddudresnayi_g15062	35.281053	99.725745	69.894689
Ddudresnayi_g15064	Ddudresnayi_g15064	46.433667	42.718772	35.633545
Ddudresnayi_g15065	Ddudresnayi_g15065	97.642157	100.721612	82.153485
Ddudresnayi_g15066	Ddudresnayi_g15066	0	0	0
Ddudresnayi_g15067	Ddudresnayi_g15067	16.451085	20.036846	16.292966
Ddudresnayi_g15068	Ddudresnayi_g15068	36.81629	35.262188	36.8429
Ddudresnayi_g15069	Ddudresnayi_g15069	36.10066	34.758434	35.32771
Ddudresnayi_g15070	Ddudresnayi_g15070	26.402247	32.882245	22.34075
Ddudresnayi_g15071	Ddudresnayi_g15071	37.41986	39.392227	33.394763
Ddudresnayi_g15072	Ddudresnayi_g15072	0.14218	0	0
Ddudresnayi_g15074	Ddudresnayi_g15074	18.596242	16.660195	22.716283
Ddudresnayi_g15075	Ddudresnayi_g15075	9.74627	13.633294	13.237857
Ddudresnayi_g15078	Ddudresnayi_g15078	48.549697	50.564683	52.537483
Ddudresnayi_g15079	Ddudresnayi_g15079	21.450764	25.066102	23.143993
Ddudresnayi_g15080	Ddudresnayi_g15080	8.913155	9.822512	9.296836
Ddudresnayi_g15081	Ddudresnayi_g15081	31.282316	32.986067	32.285308
Ddudresnayi_g15082	Ddudresnayi_g15082	4511.494982	3986.409415	5095.946289
Ddudresnayi_g15083	Ddudresnayi_g15083	46.399393	42.826271	38.727328
Ddudresnayi_g15094	Ddudresnayi_g15094	194.698829	219.457316	147.818313
Ddudresnayi_g15095	Ddudresnayi_g15095	0	0	0
Ddudresnayi_g15097	Ddudresnayi_g15097	0	0	0
Ddudresnayi_g15098	Ddudresnayi_g15098	70.471074	67.821594	73.254693
Ddudresnayi_g15099	Ddudresnayi_g15099	12.43471	11.233193	6.897828
Ddudresnayi_g15100	Ddudresnayi_g15100	13.495135	14.742883	11.005731
Ddudresnayi_g15101	Ddudresnayi_g15101	80.47232	88.019133	55.740373
Ddudresnayi_g15103	Ddudresnayi_g15103	49.030671	49.402582	38.441666
Ddudresnayi_g15104	Ddudresnayi_g15104	74.986195	72.716927	64.471122
Ddudresnayi_g15105	Ddudresnayi_g15105	75.731045	83.359572	65.406742
Ddudresnayi_g15106	Ddudresnayi_g15106	113.626548	132.730664	125.134723
Ddudresnayi_g15107	Ddudresnayi_g15107	22.062483	23.402982	18.925738
Ddudresnayi_g15108	Ddudresnayi_g15108	22.146768	23.450451	20.868782
Ddudresnayi_g15109	Ddudresnayi_g15109	2.394881	13.797907	6.206627
Ddudresnayi_g15110	Ddudresnayi_g15110	2.551962	9.735294	7.996244
Ddudresnayi_g15111	Ddudresnayi_g15111	20.910015	24.015558	16.308631
Ddudresnayi_g15112	Ddudresnayi_g15112	26.057938	28.32379	24.22517
Ddudresnayi_g15113	Ddudresnayi_g15113	24.57979	26.04904	24.661346
Ddudresnayi_g15114	Ddudresnayi_g15114	479.029784	457.65929	422.380402
Ddudresnayi_g15115	Ddudresnayi_g15115	273.614764	267.849086	242.326894
Ddudresnayi_g15117	Ddudresnayi_g15117	22.333259	20.587092	26.510096
Ddudresnayi_g15118	Ddudresnayi_g15118	15.048817	12.231233	11.133875
Ddudresnayi_g15119	Ddudresnayi_g15119	19.031935	23.254537	18.416945
Ddudresnayi_g15120	Ddudresnayi_g15120	0	0	0
Ddudresnayi_g15121	Ddudresnayi_g15121	4.136716	4.851838	5.797073
Ddudresnayi_g15122	Ddudresnayi_g15122	11.151492	13.39346	11.694632
Ddudresnayi_g15123	Ddudresnayi_g15123	0	0	0
Ddudresnayi_g15124	Ddudresnayi_g15124	3.086736	4.041351	2.618605
Ddudresnayi_g15125	Ddudresnayi_g15125	3.976986	6.891341	5.243438
Ddudresnayi_g15126	Ddudresnayi_g15126	0.032341	0.047602	0.028568
Ddudresnayi_g15127	Ddudresnayi_g15127	0	0	0
Ddudresnayi_g15128	Ddudresnayi_g15128	19.916645	23.833573	27.271368
Ddudresnayi_g15129	Ddudresnayi_g15129	12.688235	17.148442	10.378258
Ddudresnayi_g15130	Ddudresnayi_g15130	5.499907	5.728998	5.843232
Ddudresnayi_g15131	Ddudresnayi_g15131	71.77402	74.769241	79.880548
Ddudresnayi_g15132	Ddudresnayi_g15132	50.103079	57.420586	34.212112
Ddudresnayi_g15133	Ddudresnayi_g15133	29.18165	24.434753	27.957935
Ddudresnayi_g15134	Ddudresnayi_g15134	38.34464	53.762664	38.831571
Ddudresnayi_g15135	Ddudresnayi_g15135	7.618076	10.094841	7.145868
Ddudresnayi_g15136	Ddudresnayi_g15136	45.392698	44.941144	29.071905
Ddudresnayi_g15137	Ddudresnayi_g15137	0	0	0
Ddudresnayi_g15138	Ddudresnayi_g15138	0	0	0
Ddudresnayi_g15139	Ddudresnayi_g15139	44.629915	48.566289	46.350319
Ddudresnayi_g15140	Ddudresnayi_g15140	0	0	0
Ddudresnayi_g15141	Ddudresnayi_g15141	613.449199	587.811278	501.642184
Ddudresnayi_g15142	Ddudresnayi_g15142	49.441267	52.205426	51.536621
Ddudresnayi_g15143	Ddudresnayi_g15143	54.828148	48.484196	44.851681
Ddudresnayi_g15144	Ddudresnayi_g15144	72.54039	79.133738	54.059168
Ddudresnayi_g15146	Ddudresnayi_g15146	110.363295	129.499454	87.777735
Ddudresnayi_g15147	Ddudresnayi_g15147	15.30978	15.672043	12.935738
Ddudresnayi_g15149	Ddudresnayi_g15149	7.287416	8.551339	5.921752
Ddudresnayi_g15150	Ddudresnayi_g15150	0	0.063823	0.019146
Ddudresnayi_g15151	Ddudresnayi_g15151	0	0	0.109776
Ddudresnayi_g15152	Ddudresnayi_g15152	0	0	0.070549
Ddudresnayi_g15153	Ddudresnayi_g15153	42.187001	44.550095	33.245374
Ddudresnayi_g15154	Ddudresnayi_g15154	6.236379	5.621629	6.3701
Ddudresnayi_g15155	Ddudresnayi_g15155	91.572813	109.923453	82.412653
Ddudresnayi_g15156	Ddudresnayi_g15156	5.331355	16.807039	14.37418
Ddudresnayi_g15157	Ddudresnayi_g15157	15.993424	16.123428	14.733695
Ddudresnayi_g15158	Ddudresnayi_g15158	19.099698	21.804956	17.88447
Ddudresnayi_g15159	Ddudresnayi_g15159	2917.678788	2624.487929	3409.690831
Ddudresnayi_g15160	Ddudresnayi_g15160	18.257994	22.255504	24.588707
Ddudresnayi_g15161	Ddudresnayi_g15161	7.780147	8.915128	5.587718
Ddudresnayi_g15163	Ddudresnayi_g15163	7.28905	6.809074	6.0292
Ddudresnayi_g15164	Ddudresnayi_g15164	10.20213	12.903694	9.792063
Ddudresnayi_g15165	Ddudresnayi_g15165	3.749562	4.51102	3.328488
Ddudresnayi_g15166	Ddudresnayi_g15166	10.439252	8.164806	12.40156
Ddudresnayi_g15167	Ddudresnayi_g15167	21.856471	22.756966	13.599029
Ddudresnayi_g15169	Ddudresnayi_g15169	0	0	0.358977
Ddudresnayi_g1517	Ddudresnayi_g1517	398.575831	587.151603	467.846273
Ddudresnayi_g15170	Ddudresnayi_g15170	0	0	0.465275
Ddudresnayi_g15173	Ddudresnayi_g15173	9.462632	9.823038	9.022118
Ddudresnayi_g15174	Ddudresnayi_g15174	0.254374	0.185504	0.277588
Ddudresnayi_g15175	Ddudresnayi_g15175	24.21484	26.990613	20.994705
Ddudresnayi_g15176	Ddudresnayi_g15176	12.590562	19.024187	12.736574
Ddudresnayi_g15177	Ddudresnayi_g15177	5.839462	13.468527	5.254797
Ddudresnayi_g15178	Ddudresnayi_g15178	44.491372	55.102556	48.953604
Ddudresnayi_g15179	Ddudresnayi_g15179	205.831186	236.168654	226.883542
Ddudresnayi_g1518	Ddudresnayi_g1518	0	0	0
Ddudresnayi_g15180	Ddudresnayi_g15180	13.263405	12.252318	11.746404
Ddudresnayi_g15182	Ddudresnayi_g15182	0.518059	0	0
Ddudresnayi_g15187	Ddudresnayi_g15187	0	0	0
Ddudresnayi_g15188	Ddudresnayi_g15188	0	0	0.145613
Ddudresnayi_g15189	Ddudresnayi_g15189	0	0	0.060616
Ddudresnayi_g1519	Ddudresnayi_g1519	6.188638	11.03331	11.238915
Ddudresnayi_g15190	Ddudresnayi_g15190	15.625092	21.767821	13.287593
Ddudresnayi_g15191	Ddudresnayi_g15191	5.770652	15.525018	19.076285
Ddudresnayi_g15192	Ddudresnayi_g15192	36.742118	35.731795	34.804747
Ddudresnayi_g15193	Ddudresnayi_g15193	23.734611	19.311015	21.753694
Ddudresnayi_g15194	Ddudresnayi_g15194	73.38677	95.208152	70.335832
Ddudresnayi_g15195	Ddudresnayi_g15195	22.34077	26.861264	21.791668
Ddudresnayi_g15196	Ddudresnayi_g15196	7.745901	11.934221	8.774524
Ddudresnayi_g15197	Ddudresnayi_g15197	6.28067	5.482065	6.377557
Ddudresnayi_g15198	Ddudresnayi_g15198	15.259931	18.370365	15.079044
Ddudresnayi_g15199	Ddudresnayi_g15199	3.725785	7.287908	4.351237
Ddudresnayi_g1520	Ddudresnayi_g1520	0	0	0.242021
Ddudresnayi_g15200	Ddudresnayi_g15200	20.699239	21.681762	18.010513
Ddudresnayi_g15201	Ddudresnayi_g15201	13.079913	11.146938	8.752561
Ddudresnayi_g15202	Ddudresnayi_g15202	8.231885	8.937554	7.65125
Ddudresnayi_g15203	Ddudresnayi_g15203	7.492256	5.871395	6.350777
Ddudresnayi_g15204	Ddudresnayi_g15204	2.970376	3.741811	3.140407
Ddudresnayi_g15205	Ddudresnayi_g15205	87.694662	93.086924	76.006352
Ddudresnayi_g15206	Ddudresnayi_g15206	5.729735	8.207182	8.553928
Ddudresnayi_g15207	Ddudresnayi_g15207	6.982464	10.445047	8.465357
Ddudresnayi_g15208	Ddudresnayi_g15208	103.578152	103.804128	87.455946
Ddudresnayi_g15209	Ddudresnayi_g15209	77.55163	113.408617	98.393462
Ddudresnayi_g1521	Ddudresnayi_g1521	0	0	0
Ddudresnayi_g15210	Ddudresnayi_g15210	27.972564	31.581646	24.297708
Ddudresnayi_g15211	Ddudresnayi_g15211	0	0.271902	0.162479
Ddudresnayi_g15212	Ddudresnayi_g15212	0	0	0
Ddudresnayi_g15213	Ddudresnayi_g15213	0	0	0
Ddudresnayi_g15214	Ddudresnayi_g15214	0.186095	0	0.122363
Ddudresnayi_g15215	Ddudresnayi_g15215	0	0	0
Ddudresnayi_g15217	Ddudresnayi_g15217	159.004515	184.145999	152.964683
Ddudresnayi_g15218	Ddudresnayi_g15218	13.206444	10.111539	13.755747
Ddudresnayi_g15219	Ddudresnayi_g15219	1.974518	2.555354	2.34118
Ddudresnayi_g1522	Ddudresnayi_g1522	27.751334	27.730001	23.606519
Ddudresnayi_g15220	Ddudresnayi_g15220	1.20173	2.130761	1.495115
Ddudresnayi_g15221	Ddudresnayi_g15221	3.881639	8.229053	3.866406
Ddudresnayi_g15222	Ddudresnayi_g15222	38.354555	30.181325	39.709822
Ddudresnayi_g15223	Ddudresnayi_g15223	84.02444	94.500571	126.56979
Ddudresnayi_g15225	Ddudresnayi_g15225	3140.885158	2557.781234	3625.429443
Ddudresnayi_g15227	Ddudresnayi_g15227	33.921265	39.3445	31.784019
Ddudresnayi_g15228	Ddudresnayi_g15228	6.476625	8.42241	5.838664
Ddudresnayi_g15229	Ddudresnayi_g15229	0.253137	0	0.652833
Ddudresnayi_g1523	Ddudresnayi_g1523	5.088358	4.517986	4.652124
Ddudresnayi_g15230	Ddudresnayi_g15230	0	0	0.048976
Ddudresnayi_g15231	Ddudresnayi_g15231	14.499692	17.23081	13.433731
Ddudresnayi_g15232	Ddudresnayi_g15232	4880.022705	4482.676291	5456.961642
Ddudresnayi_g15233	Ddudresnayi_g15233	32.921849	35.64599	28.732251
Ddudresnayi_g15234	Ddudresnayi_g15234	296.69573	296.987258	299.025104
Ddudresnayi_g15235	Ddudresnayi_g15235	23.796823	27.162181	24.929626
Ddudresnayi_g15236	Ddudresnayi_g15236	0	0	0.72285
Ddudresnayi_g15237	Ddudresnayi_g15237	0	0	0
Ddudresnayi_g15238	Ddudresnayi_g15238	0	0	0
Ddudresnayi_g15239	Ddudresnayi_g15239	0	0	0
Ddudresnayi_g1524	Ddudresnayi_g1524	8.800504	11.624387	7.505876
Ddudresnayi_g15240	Ddudresnayi_g15240	0	0	0
Ddudresnayi_g15241	Ddudresnayi_g15241	0	0	0
Ddudresnayi_g15242	Ddudresnayi_g15242	0.877083	0.913909	1.258233
Ddudresnayi_g15243	Ddudresnayi_g15243	1.768353	3.229119	3.093943
Ddudresnayi_g15244	Ddudresnayi_g15244	0	0.714925	0
Ddudresnayi_g15245	Ddudresnayi_g15245	9.625528	12.15402	9.141252
Ddudresnayi_g15246	Ddudresnayi_g15246	15.456943	16.186424	13.527932
Ddudresnayi_g15247	Ddudresnayi_g15247	51.837534	66.502089	42.439753
Ddudresnayi_g15249	Ddudresnayi_g15249	35.328079	31.678535	32.213481
Ddudresnayi_g1525	Ddudresnayi_g1525	12.654948	15.683145	10.328257
Ddudresnayi_g15250	Ddudresnayi_g15250	2.082876	1.92422	1.716383
Ddudresnayi_g15251	Ddudresnayi_g15251	5.010658	7.30723	3.812929
Ddudresnayi_g15252	Ddudresnayi_g15252	23.878998	23.471146	19.783689
Ddudresnayi_g15254	Ddudresnayi_g15254	8.864391	7.70586	5.54132
Ddudresnayi_g15255	Ddudresnayi_g15255	2.847067	8.157507	4.993543
Ddudresnayi_g15256	Ddudresnayi_g15256	21.605985	25.183843	33.027099
Ddudresnayi_g15257	Ddudresnayi_g15257	34.703969	48.934141	27.781516
Ddudresnayi_g15258	Ddudresnayi_g15258	137.81751	150.498006	106.862259
Ddudresnayi_g15259	Ddudresnayi_g15259	7.069171	8.838387	9.092942
Ddudresnayi_g1526	Ddudresnayi_g1526	0	0	0
Ddudresnayi_g15260	Ddudresnayi_g15260	11.16161	18.488194	12.400804
Ddudresnayi_g15261	Ddudresnayi_g15261	30.565508	31.66203	33.82904
Ddudresnayi_g15262	Ddudresnayi_g15262	96.099951	93.391019	92.797546
Ddudresnayi_g15263	Ddudresnayi_g15263	1.407089	1.947538	1.588455
Ddudresnayi_g15264	Ddudresnayi_g15264	0	0.194181	0
Ddudresnayi_g15265	Ddudresnayi_g15265	22.059288	29.093879	16.608671
Ddudresnayi_g15267	Ddudresnayi_g15267	0	0.305113	0.045686
Ddudresnayi_g15268	Ddudresnayi_g15268	0	0	0
Ddudresnayi_g15269	Ddudresnayi_g15269	0	0	0
Ddudresnayi_g1527	Ddudresnayi_g1527	16.466314	19.241971	15.110908
Ddudresnayi_g15270	Ddudresnayi_g15270	9.551443	12.449145	11.946065
Ddudresnayi_g15271	Ddudresnayi_g15271	36.200825	38.026672	33.989348
Ddudresnayi_g15273	Ddudresnayi_g15273	5.544082	7.035916	5.05463
Ddudresnayi_g15275	Ddudresnayi_g15275	0.159333	0.078016	0.093588
Ddudresnayi_g15276	Ddudresnayi_g15276	0.113242	0	0.049516
Ddudresnayi_g15277	Ddudresnayi_g15277	19.198831	25.710901	17.109666
Ddudresnayi_g15278	Ddudresnayi_g15278	4791.917557	4191.702682	5058.896892
Ddudresnayi_g1528	Ddudresnayi_g1528	12.0806	7.850571	10.219474
Ddudresnayi_g15280	Ddudresnayi_g15280	2.45877	2.316587	1.070958
Ddudresnayi_g15281	Ddudresnayi_g15281	1.856423	2.165217	2.068208
Ddudresnayi_g15282	Ddudresnayi_g15282	10.259347	10.103141	7.718915
Ddudresnayi_g15283	Ddudresnayi_g15283	32.291234	28.34062	34.496497
Ddudresnayi_g15284	Ddudresnayi_g15284	132.887345	126.685218	115.387506
Ddudresnayi_g15285	Ddudresnayi_g15285	144.86011	142.883268	151.215442
Ddudresnayi_g15286	Ddudresnayi_g15286	130.302619	95.291463	108.935217
Ddudresnayi_g15287	Ddudresnayi_g15287	0	0	0
Ddudresnayi_g15288	Ddudresnayi_g15288	0	0	0
Ddudresnayi_g15289	Ddudresnayi_g15289	0	0	0
Ddudresnayi_g1529	Ddudresnayi_g1529	3.893559	3.446448	4.745335
Ddudresnayi_g15290	Ddudresnayi_g15290	16.465846	15.833502	14.294494
Ddudresnayi_g15291	Ddudresnayi_g15291	3.653011	6.017818	3.959806
Ddudresnayi_g15292	Ddudresnayi_g15292	9.629629	12.52308	14.138664
Ddudresnayi_g15293	Ddudresnayi_g15293	9.001656	8.669029	12.175492
Ddudresnayi_g15294	Ddudresnayi_g15294	9.977151	20.100135	9.049084
Ddudresnayi_g15296	Ddudresnayi_g15296	35.138743	39.076883	34.092589
Ddudresnayi_g15297	Ddudresnayi_g15297	15.675152	17.468844	12.536479
Ddudresnayi_g15298	Ddudresnayi_g15298	39.945478	49.268959	38.11068
Ddudresnayi_g15299	Ddudresnayi_g15299	87.447967	85.2694	84.239809
Ddudresnayi_g1530	Ddudresnayi_g1530	58.971584	64.266152	57.418231
Ddudresnayi_g15301	Ddudresnayi_g15301	28.78478	42.131011	38.42941
Ddudresnayi_g15302	Ddudresnayi_g15302	84.672727	83.929321	91.175076
Ddudresnayi_g15303	Ddudresnayi_g15303	0.842332	1.458999	0.605444
Ddudresnayi_g15304	Ddudresnayi_g15304	0.730206	0.351107	0.83795
Ddudresnayi_g15305	Ddudresnayi_g15305	1.261626	2.064087	1.028698
Ddudresnayi_g15307	Ddudresnayi_g15307	17.856497	22.255564	19.513564
Ddudresnayi_g15308	Ddudresnayi_g15308	5.061946	6.047615	6.588348
Ddudresnayi_g15310	Ddudresnayi_g15310	0	0	0.361452
Ddudresnayi_g15311	Ddudresnayi_g15311	0	0	0
Ddudresnayi_g15312	Ddudresnayi_g15312	14.427421	14.790736	13.199812
Ddudresnayi_g15314	Ddudresnayi_g15314	5354.648409	4542.04656	5960.513441
Ddudresnayi_g15315	Ddudresnayi_g15315	22.796356	28.673421	19.620162
Ddudresnayi_g15316	Ddudresnayi_g15316	0	0	0
Ddudresnayi_g15317	Ddudresnayi_g15317	0	0	0
Ddudresnayi_g15318	Ddudresnayi_g15318	0	0	0
Ddudresnayi_g15319	Ddudresnayi_g15319	15.609611	11.894098	14.231285
Ddudresnayi_g1532	Ddudresnayi_g1532	0.100433	0	0.131954
Ddudresnayi_g15320	Ddudresnayi_g15320	0.032444	0	0
Ddudresnayi_g15322	Ddudresnayi_g15322	3.74558	7.506601	7.164966
Ddudresnayi_g15323	Ddudresnayi_g15323	65.656129	84.348577	64.328709
Ddudresnayi_g15324	Ddudresnayi_g15324	70.86451	77.109372	60.110865
Ddudresnayi_g15325	Ddudresnayi_g15325	140.167092	162.828275	147.605028
Ddudresnayi_g15326	Ddudresnayi_g15326	11.688511	13.035137	11.800667
Ddudresnayi_g15328	Ddudresnayi_g15328	19.122633	21.317086	16.808053
Ddudresnayi_g15329	Ddudresnayi_g15329	26.518502	29.409736	25.818489
Ddudresnayi_g1533	Ddudresnayi_g1533	43.781856	58.981159	37.924769
Ddudresnayi_g15330	Ddudresnayi_g15330	8.264306	5.18467	8.01927
Ddudresnayi_g15331	Ddudresnayi_g15331	5.68264	6.69738	8.099787
Ddudresnayi_g15332	Ddudresnayi_g15332	96.600748	95.708353	90.781325
Ddudresnayi_g15333	Ddudresnayi_g15333	1.657595	5.578981	3.339321
Ddudresnayi_g15334	Ddudresnayi_g15334	5.788313	8.41656	6.176715
Ddudresnayi_g15335	Ddudresnayi_g15335	4.207881	4.196352	6.731944
Ddudresnayi_g15336	Ddudresnayi_g15336	0	0.058388	0.087586
Ddudresnayi_g15337	Ddudresnayi_g15337	18.063105	20.801259	12.361898
Ddudresnayi_g15338	Ddudresnayi_g15338	7.788419	22.50276	21.112582
Ddudresnayi_g1534	Ddudresnayi_g1534	9.775458	10.67817	6.363058
Ddudresnayi_g15341	Ddudresnayi_g15341	0	0	0
Ddudresnayi_g15343	Ddudresnayi_g15343	0	0	0.02753
Ddudresnayi_g15344	Ddudresnayi_g15344	23.834673	26.170198	26.991811
Ddudresnayi_g15345	Ddudresnayi_g15345	17.691863	25.200391	16.144453
Ddudresnayi_g15346	Ddudresnayi_g15346	117.806507	127.802852	115.846555
Ddudresnayi_g15347	Ddudresnayi_g15347	107.849999	121.965888	97.094368
Ddudresnayi_g15348	Ddudresnayi_g15348	83.723648	89.448902	50.026905
Ddudresnayi_g15349	Ddudresnayi_g15349	48.072799	40.912805	46.03426
Ddudresnayi_g1535	Ddudresnayi_g1535	0	5.726915	0.575688
Ddudresnayi_g15350	Ddudresnayi_g15350	11.427161	15.113297	10.509086
Ddudresnayi_g15351	Ddudresnayi_g15351	573.881521	616.180389	648.596646
Ddudresnayi_g15352	Ddudresnayi_g15352	24.623312	23.930475	27.475647
Ddudresnayi_g15354	Ddudresnayi_g15354	12.595485	12.381245	11.44075
Ddudresnayi_g15355	Ddudresnayi_g15355	8.754728	10.640794	7.632239
Ddudresnayi_g15356	Ddudresnayi_g15356	61.117702	72.146739	52.11018
Ddudresnayi_g15357	Ddudresnayi_g15357	0	0	0.048976
Ddudresnayi_g15359	Ddudresnayi_g15359	30.261236	33.927007	27.958681
Ddudresnayi_g15360	Ddudresnayi_g15360	2.763529	5.544539	3.036145
Ddudresnayi_g15361	Ddudresnayi_g15361	9.51219	12.016037	8.608059
Ddudresnayi_g15362	Ddudresnayi_g15362	29.624513	36.112065	30.622145
Ddudresnayi_g15363	Ddudresnayi_g15363	11.139897	12.434665	10.574136
Ddudresnayi_g15364	Ddudresnayi_g15364	0.464427	0	0.13469
Ddudresnayi_g15365	Ddudresnayi_g15365	4.487215	9.396254	4.705526
Ddudresnayi_g15366	Ddudresnayi_g15366	9.793392	9.831732	7.050747
Ddudresnayi_g15367	Ddudresnayi_g15367	0	0	0
Ddudresnayi_g15368	Ddudresnayi_g15368	33.076656	40.8366	36.084019
Ddudresnayi_g15369	Ddudresnayi_g15369	19.656494	20.979349	13.180177
Ddudresnayi_g1537	Ddudresnayi_g1537	0.942022	1.99548	1.185902
Ddudresnayi_g15370	Ddudresnayi_g15370	14.640437	14.339537	14.923469
Ddudresnayi_g15371	Ddudresnayi_g15371	25.134122	31.049294	23.773706
Ddudresnayi_g15372	Ddudresnayi_g15372	9.810961	13.010945	10.59826
Ddudresnayi_g15373	Ddudresnayi_g15373	36.903526	44.023493	40.844232
Ddudresnayi_g15374	Ddudresnayi_g15374	36.918048	28.419641	42.898209
Ddudresnayi_g15375	Ddudresnayi_g15375	0	0.076421	0.022919
Ddudresnayi_g15376	Ddudresnayi_g15376	10.050829	12.456916	10.64648
Ddudresnayi_g15377	Ddudresnayi_g15377	3.867677	6.278369	5.064047
Ddudresnayi_g15378	Ddudresnayi_g15378	10.084466	12.458494	7.63479
Ddudresnayi_g15379	Ddudresnayi_g15379	16.873806	13.518536	13.052122
Ddudresnayi_g1538	Ddudresnayi_g1538	0.196683	0.052104	0.173731
Ddudresnayi_g15380	Ddudresnayi_g15380	51.777861	58.349832	37.519132
Ddudresnayi_g15381	Ddudresnayi_g15381	0	0	0
Ddudresnayi_g15382	Ddudresnayi_g15382	5.142111	6.296152	4.465413
Ddudresnayi_g15383	Ddudresnayi_g15383	0	0	0
Ddudresnayi_g15384	Ddudresnayi_g15384	0.122704	0	0
Ddudresnayi_g15385	Ddudresnayi_g15385	3.417479	5.852632	6.625427
Ddudresnayi_g15386	Ddudresnayi_g15386	10.426486	10.827482	8.637322
Ddudresnayi_g15387	Ddudresnayi_g15387	3.749334	4.477726	5.467683
Ddudresnayi_g15388	Ddudresnayi_g15388	5.695061	5.981276	4.058614
Ddudresnayi_g15389	Ddudresnayi_g15389	6.245809	6.188496	4.854905
Ddudresnayi_g1539	Ddudresnayi_g1539	0	0	0
Ddudresnayi_g15390	Ddudresnayi_g15390	9.485347	11.968754	6.851052
Ddudresnayi_g15392	Ddudresnayi_g15392	49.29908	59.923209	36.727501
Ddudresnayi_g15393	Ddudresnayi_g15393	20.485739	21.661835	14.918493
Ddudresnayi_g15395	Ddudresnayi_g15395	20.062822	22.670593	22.401423
Ddudresnayi_g15396	Ddudresnayi_g15396	0	0	0
Ddudresnayi_g15397	Ddudresnayi_g15397	0	0	0
Ddudresnayi_g15398	Ddudresnayi_g15398	0	0	0
Ddudresnayi_g15399	Ddudresnayi_g15399	29.007978	36.280824	26.219432
Ddudresnayi_g1540	Ddudresnayi_g1540	35.23779	40.843132	32.18947
Ddudresnayi_g15400	Ddudresnayi_g15400	20.474489	32.120632	15.819479
Ddudresnayi_g15401	Ddudresnayi_g15401	0	0	0
Ddudresnayi_g15402	Ddudresnayi_g15402	13.408818	13.919838	13.451545
Ddudresnayi_g15403	Ddudresnayi_g15403	0	0	0.202942
Ddudresnayi_g15404	Ddudresnayi_g15404	9.907488	17.598293	15.204411
Ddudresnayi_g15405	Ddudresnayi_g15405	32.754831	46.152491	31.446602
